Generation,evals,avg,std,min,max,best_one,fitness_best_one
10,322,[  5.005     416.9139625],[ 0.07053368 10.6282009 ],[  5.    381.898],[  6.    426.168],"[59, 5, 9, 51, 32, 45, 42, 19, 33, 8, 64, 60, 2, 15, 11, 41, 36, 30, 6, 22, 12, 18, 10, 55, 67, 37, 40, 31, 61, 63, 23, 1, 38, 7, 14, 3, 50, 49, 35, 56, 68, 25, 29, 53, 20, 39, 26, 58, 13, 4, 62, 65, 28, 17, 66, 24, 43, 34, 47, 27, 16, 57, 44, 46, 52, 48, 21, 54]","(5.0, 381.898)"
11,338,[  5.005   409.49703],[ 0.07053368 10.61227044],[  5.    372.785],[  6.    423.434],"[59, 5, 9, 51, 32, 45, 42, 19, 33, 8, 64, 60, 2, 15, 11, 41, 35, 30, 6, 22, 12, 18, 10, 55, 67, 37, 40, 31, 61, 63, 23, 1, 38, 7, 14, 3, 50, 49, 36, 56, 68, 25, 29, 53, 20, 39, 26, 58, 13, 4, 62, 65, 28, 17, 66, 47, 43, 34, 24, 27, 16, 57, 44, 46, 52, 48, 21, 54]","(5.0, 372.785)"
12,334,[  5.015   401.26814],[0.12155246 8.00295187],[  5.    372.785],[  6.    413.691],"[59, 5, 9, 51, 32, 45, 42, 19, 33, 8, 64, 60, 2, 15, 11, 41, 35, 30, 6, 22, 12, 18, 10, 55, 67, 37, 40, 31, 61, 63, 23, 1, 38, 7, 14, 3, 50, 49, 36, 56, 68, 25, 29, 53, 20, 39, 26, 58, 13, 4, 62, 65, 28, 17, 66, 47, 43, 34, 24, 27, 16, 57, 44, 46, 52, 48, 21, 54]","(5.0, 372.785)"
13,338,[  5.02      394.8419425],[0.14       5.97970975],[  5.    359.785],[  6.    402.068],"[59, 5, 16, 51, 32, 45, 42, 19, 33, 8, 64, 60, 2, 15, 11, 41, 36, 30, 6, 22, 12, 18, 10, 55, 66, 37, 40, 57, 61, 63, 23, 1, 38, 7, 14, 3, 50, 49, 35, 56, 68, 25, 29, 53, 20, 39, 26, 54, 28, 4, 62, 65, 13, 9, 67, 24, 43, 34, 47, 27, 48, 31, 44, 46, 52, 17, 21, 58]","(5.0, 359.78499999999997)"
14,352,[  5.0225    391.6362225],[0.1483029  7.08629819],[  5.    359.785],[  6.    397.621],"[59, 5, 16, 51, 32, 45, 42, 19, 33, 8, 64, 60, 2, 15, 11, 41, 36, 30, 6, 22, 12, 18, 10, 55, 66, 37, 40, 57, 61, 63, 23, 1, 38, 7, 14, 3, 50, 49, 35, 56, 68, 25, 29, 53, 20, 39, 26, 54, 28, 4, 62, 65, 13, 9, 67, 24, 43, 34, 47, 27, 48, 31, 44, 46, 52, 17, 21, 58]","(5.0, 359.78499999999997)"
15,340,[  5.025   386.75051],[0.15612495 7.37971923],[  5.    359.785],[  6.    395.343],"[59, 5, 16, 51, 32, 45, 42, 19, 33, 8, 64, 60, 2, 15, 11, 41, 36, 30, 6, 22, 12, 18, 10, 55, 66, 37, 40, 57, 61, 63, 23, 1, 38, 7, 14, 3, 50, 49, 35, 56, 68, 25, 29, 53, 20, 39, 26, 54, 28, 4, 62, 65, 13, 9, 67, 24, 43, 34, 47, 27, 48, 31, 44, 46, 52, 17, 21, 58]","(5.0, 359.78499999999997)"
16,342,[  5.0225    380.9635225],[0.1483029  6.52059498],[  5.   354.19],[  6.    390.156],"[59, 5, 67, 56, 58, 3, 42, 37, 33, 8, 64, 10, 55, 12, 11, 29, 44, 30, 6, 19, 16, 18, 13, 2, 57, 14, 40, 31, 61, 63, 21, 1, 38, 22, 28, 48, 50, 34, 35, 51, 68, 25, 41, 53, 20, 39, 26, 32, 7, 4, 62, 65, 60, 17, 9, 24, 66, 49, 47, 27, 45, 43, 36, 46, 52, 15, 23, 54]","(5.0, 354.19)"
17,358,[  5.0025   376.276425],[0.04993746 5.91191909],[  5.   354.19],[  6.    382.264],"[59, 5, 67, 56, 58, 3, 42, 37, 33, 8, 64, 10, 55, 12, 11, 29, 44, 30, 6, 19, 16, 18, 13, 2, 57, 14, 40, 31, 61, 63, 21, 1, 38, 22, 28, 48, 50, 34, 35, 51, 68, 25, 41, 53, 20, 39, 26, 32, 7, 4, 62, 65, 60, 17, 9, 24, 66, 49, 47, 27, 45, 43, 36, 46, 52, 15, 23, 54]","(5.0, 354.19)"
18,342,[  5.0025  371.98375],[0.04993746 5.70048684],[  5.   354.19],[  6.    379.894],"[59, 5, 67, 56, 58, 3, 42, 37, 33, 8, 64, 10, 55, 12, 11, 29, 44, 30, 6, 19, 16, 18, 13, 2, 57, 14, 40, 31, 61, 63, 21, 1, 38, 22, 28, 48, 50, 34, 35, 51, 68, 25, 41, 53, 20, 39, 26, 32, 7, 4, 62, 65, 60, 17, 9, 24, 66, 49, 47, 27, 45, 43, 36, 46, 52, 15, 23, 54]","(5.0, 354.19)"
19,348,[  5.005   368.13412],[0.07053368 4.81624888],[  5.   354.19],[  6.    374.543],"[59, 5, 67, 56, 58, 3, 42, 37, 33, 8, 64, 10, 55, 12, 11, 29, 44, 30, 6, 19, 16, 18, 13, 2, 57, 14, 40, 31, 61, 63, 21, 1, 38, 22, 28, 48, 50, 34, 35, 51, 68, 25, 41, 53, 20, 39, 26, 32, 7, 4, 62, 65, 60, 17, 9, 24, 66, 49, 47, 27, 45, 43, 36, 46, 52, 15, 23, 54]","(5.0, 354.19)"
20,338,[  5.        364.6401675],[0.         4.25974642],[  5.    343.729],[  5.    370.127],"[59, 5, 16, 51, 32, 45, 42, 19, 33, 8, 64, 60, 2, 15, 11, 41, 36, 30, 6, 22, 12, 18, 10, 55, 66, 37, 4, 57, 61, 63, 23, 1, 38, 7, 14, 3, 50, 49, 35, 56, 68, 25, 29, 53, 20, 39, 26, 54, 28, 17, 62, 65, 13, 9, 67, 24, 43, 34, 47, 27, 48, 31, 44, 46, 52, 40, 21, 58]","(5.0, 343.729)"
21,340,[  5.        361.5065775],[0.         3.51061343],[  5.    343.729],[  5.    365.328],"[59, 5, 16, 51, 32, 45, 42, 19, 33, 8, 64, 60, 2, 15, 11, 41, 36, 30, 6, 22, 12, 18, 10, 55, 66, 37, 4, 57, 61, 63, 23, 1, 38, 7, 14, 3, 50, 49, 35, 56, 68, 25, 29, 53, 20, 39, 26, 54, 28, 17, 62, 65, 13, 9, 67, 24, 43, 34, 47, 27, 48, 31, 44, 46, 52, 40, 21, 58]","(5.0, 343.729)"
22,348,[  5.0025    359.4424675],[0.04993746 3.55242604],[  5.    343.133],[  6.    363.475],"[59, 16, 5, 51, 32, 45, 42, 19, 33, 8, 64, 60, 2, 15, 11, 41, 36, 30, 6, 22, 12, 18, 10, 55, 66, 37, 4, 57, 61, 63, 23, 1, 38, 7, 14, 3, 50, 49, 35, 56, 68, 25, 29, 53, 20, 39, 26, 54, 28, 17, 62, 65, 13, 9, 67, 24, 43, 34, 47, 27, 48, 31, 44, 46, 52, 40, 21, 58]","(5.0, 343.13300000000004)"
23,330,[  5.005     357.0246525],[0.07053368 3.87528235],[  5.    333.292],[  6.    360.477],"[59, 5, 67, 56, 58, 3, 42, 37, 33, 8, 64, 10, 55, 12, 11, 29, 44, 30, 6, 19, 16, 18, 13, 2, 57, 14, 40, 31, 61, 63, 21, 1, 38, 22, 28, 48, 50, 34, 35, 51, 68, 7, 66, 53, 20, 39, 26, 32, 25, 4, 62, 65, 60, 17, 9, 24, 45, 49, 47, 27, 41, 43, 36, 46, 52, 15, 23, 54]","(5.0, 333.292)"
24,324,[  5.0075  354.35578],[0.08627717 4.34613094],[  5.    333.292],[  6.    359.403],"[59, 5, 67, 56, 58, 3, 42, 37, 33, 8, 64, 10, 55, 12, 11, 29, 44, 30, 6, 19, 16, 18, 13, 2, 57, 14, 40, 31, 61, 63, 21, 1, 38, 22, 28, 48, 50, 34, 35, 51, 68, 7, 66, 53, 20, 39, 26, 32, 25, 4, 62, 65, 60, 17, 9, 24, 45, 49, 47, 27, 41, 43, 36, 46, 52, 15, 23, 54]","(5.0, 333.292)"
25,348,[  5.0075   351.455445],[0.08627717 4.6983096 ],[  5.    332.521],[  6.   355.81],"[59, 5, 67, 56, 58, 3, 42, 37, 33, 8, 64, 10, 55, 60, 11, 29, 44, 30, 6, 19, 16, 18, 14, 2, 57, 13, 40, 31, 61, 63, 21, 1, 38, 22, 28, 48, 50, 34, 35, 51, 68, 7, 66, 53, 20, 39, 26, 32, 25, 4, 62, 65, 12, 17, 9, 24, 45, 49, 47, 27, 41, 43, 36, 46, 52, 15, 23, 54]","(5.0, 332.52099999999996)"
26,340,[  5.01      348.7462625],[0.09949874 5.52588245],[  5.    330.013],[  6.   354.19],"[59, 5, 67, 56, 58, 3, 42, 37, 33, 55, 64, 10, 8, 12, 11, 29, 44, 30, 6, 19, 16, 18, 13, 2, 57, 14, 40, 31, 61, 63, 21, 1, 38, 22, 28, 48, 50, 34, 27, 51, 68, 7, 66, 53, 20, 39, 26, 32, 25, 4, 62, 65, 60, 17, 9, 24, 45, 49, 47, 35, 41, 43, 36, 46, 52, 15, 23, 54]","(5.0, 330.013)"
27,336,[  5.01      344.7663475],[0.09949874 5.3188088 ],[  5.    330.013],[  6.    351.719],"[59, 5, 67, 56, 58, 3, 42, 37, 33, 55, 64, 10, 8, 12, 11, 29, 44, 30, 6, 19, 16, 18, 13, 2, 57, 14, 40, 31, 61, 63, 21, 1, 38, 22, 28, 48, 50, 34, 27, 51, 68, 7, 66, 53, 20, 39, 26, 32, 25, 4, 62, 65, 60, 17, 9, 24, 45, 49, 47, 35, 41, 43, 36, 46, 52, 15, 23, 54]","(5.0, 330.013)"
28,334,[  5.        340.7694425],[0.         5.13235547],[  5.    327.135],[  5.    346.655],"[59, 5, 55, 56, 14, 3, 38, 58, 33, 54, 51, 10, 67, 15, 11, 29, 34, 30, 6, 13, 12, 62, 60, 2, 57, 37, 28, 31, 61, 63, 65, 1, 42, 22, 44, 48, 50, 53, 35, 64, 9, 25, 41, 40, 49, 23, 26, 32, 21, 4, 18, 7, 68, 17, 19, 24, 43, 52, 46, 27, 45, 39, 36, 47, 20, 16, 66, 8]","(5.0, 327.135)"
29,328,[  5.        336.9178575],[0.         4.69532193],[  5.    316.634],[  5.    343.729],"[59, 5, 67, 56, 58, 3, 42, 37, 15, 8, 64, 10, 55, 12, 11, 29, 44, 30, 6, 19, 16, 18, 13, 2, 57, 14, 40, 31, 61, 63, 21, 1, 38, 22, 28, 48, 50, 34, 35, 51, 68, 7, 66, 53, 20, 39, 26, 32, 25, 4, 62, 65, 60, 17, 9, 24, 45, 49, 47, 27, 41, 43, 36, 46, 54, 33, 23, 52]","(5.0, 316.63399999999996)"
30,344,[  5.        333.1385425],[0.         2.53539479],[  5.    314.125],[  5.    336.816],"[59, 5, 67, 56, 58, 3, 42, 37, 33, 55, 64, 10, 8, 12, 11, 29, 44, 30, 6, 19, 16, 18, 13, 2, 57, 14, 40, 31, 61, 63, 21, 1, 38, 22, 28, 48, 50, 45, 27, 51, 68, 7, 66, 15, 20, 39, 26, 32, 25, 4, 62, 65, 60, 17, 9, 24, 34, 49, 47, 35, 41, 43, 36, 46, 52, 53, 23, 54]","(5.0, 314.125)"
31,336,[  5.      331.80915],[0.         2.57610767],[  5.    314.125],[  5.    333.748],"[59, 5, 67, 56, 58, 3, 42, 37, 33, 55, 64, 10, 8, 12, 11, 29, 44, 30, 6, 19, 16, 18, 13, 2, 57, 14, 40, 31, 61, 63, 21, 1, 38, 22, 28, 48, 50, 45, 27, 51, 68, 7, 66, 15, 20, 39, 26, 32, 25, 4, 62, 65, 60, 17, 9, 24, 34, 49, 47, 35, 41, 43, 36, 46, 52, 53, 23, 54]","(5.0, 314.125)"
32,352,[  5.        330.7173675],[0.         2.85239274],[  5.    314.091],[  5.    333.129],"[59, 5, 67, 56, 58, 3, 42, 37, 33, 8, 64, 10, 55, 60, 11, 29, 44, 34, 6, 19, 16, 18, 14, 2, 57, 13, 40, 31, 61, 63, 21, 1, 38, 22, 28, 48, 50, 30, 35, 15, 68, 7, 66, 53, 20, 39, 26, 32, 25, 4, 62, 65, 12, 17, 9, 24, 45, 49, 47, 27, 41, 43, 36, 46, 52, 51, 23, 54]","(5.0, 314.09099999999995)"
33,346,[  5.       329.113005],[0.         3.37842335],[  5.    314.091],[  5.    332.405],"[59, 5, 67, 56, 58, 3, 42, 37, 33, 8, 64, 10, 55, 60, 11, 29, 44, 34, 6, 19, 16, 18, 14, 2, 57, 13, 40, 31, 61, 63, 21, 1, 38, 22, 28, 48, 50, 30, 35, 15, 68, 7, 66, 53, 20, 39, 26, 32, 25, 4, 62, 65, 12, 17, 9, 24, 45, 49, 47, 27, 41, 43, 36, 46, 52, 51, 23, 54]","(5.0, 314.09099999999995)"
34,334,[  5.        327.5071275],[0.         4.10958421],[  5.    313.327],[  5.    330.392],"[59, 5, 67, 56, 58, 65, 42, 37, 33, 55, 64, 10, 8, 12, 11, 29, 35, 30, 6, 19, 16, 18, 13, 2, 57, 14, 40, 31, 61, 63, 21, 22, 38, 1, 28, 48, 50, 34, 27, 51, 68, 7, 66, 53, 20, 39, 26, 32, 15, 4, 62, 3, 60, 17, 9, 24, 45, 49, 47, 44, 41, 43, 36, 46, 52, 25, 23, 54]","(5.0, 313.32700000000006)"
35,350,[  5.       325.608225],[0.         4.71996388],[  5.    310.707],[  5.    329.824],"[59, 16, 18, 56, 58, 3, 42, 37, 38, 55, 64, 10, 8, 12, 11, 29, 48, 30, 6, 15, 5, 67, 13, 2, 57, 14, 40, 31, 61, 63, 21, 22, 33, 1, 28, 35, 50, 34, 27, 51, 68, 4, 66, 53, 20, 39, 26, 32, 25, 7, 62, 65, 60, 17, 9, 54, 45, 49, 47, 44, 41, 43, 36, 46, 52, 19, 23, 24]","(5.0, 310.707)"
36,350,[  5.0025  323.07092],[0.04993746 4.91154873],[  5.    310.707],[  6.    327.886],"[59, 16, 18, 56, 58, 3, 42, 37, 38, 55, 64, 10, 8, 12, 11, 29, 48, 30, 6, 15, 5, 67, 13, 2, 57, 14, 40, 31, 61, 63, 21, 22, 33, 1, 28, 35, 50, 34, 27, 51, 68, 4, 66, 53, 20, 39, 26, 32, 25, 7, 62, 65, 60, 17, 9, 54, 45, 49, 47, 44, 41, 43, 36, 46, 52, 19, 23, 24]","(5.0, 310.707)"
37,310,[  5.      319.96814],[0.         4.59923376],[  5.   309.22],[  5.    326.158],"[59, 5, 67, 56, 58, 3, 42, 28, 33, 8, 64, 10, 55, 12, 11, 29, 32, 30, 6, 19, 16, 18, 13, 2, 57, 14, 66, 9, 61, 63, 21, 1, 47, 22, 37, 48, 50, 34, 35, 51, 68, 25, 41, 53, 20, 39, 26, 44, 7, 4, 62, 65, 60, 17, 15, 24, 40, 49, 38, 27, 45, 43, 36, 46, 52, 54, 23, 31]","(5.0, 309.22)"
38,348,[  5.        316.9873225],[0.         2.83030638],[  5.   309.22],[  5.    322.313],"[59, 5, 67, 56, 58, 3, 42, 28, 33, 8, 64, 10, 55, 12, 11, 29, 32, 30, 6, 19, 16, 18, 13, 2, 57, 14, 66, 9, 61, 63, 21, 1, 47, 22, 37, 48, 50, 34, 35, 51, 68, 25, 41, 53, 20, 39, 26, 44, 7, 4, 62, 65, 60, 17, 15, 24, 40, 49, 38, 27, 45, 43, 36, 46, 52, 54, 23, 31]","(5.0, 309.22)"
39,354,[  5.        315.2260325],[0.         1.58674026],[  5.    308.004],[  5.    316.896],"[59, 16, 18, 56, 58, 3, 42, 37, 38, 55, 64, 10, 8, 12, 11, 29, 48, 30, 6, 15, 5, 67, 13, 2, 57, 14, 40, 31, 61, 63, 21, 22, 53, 1, 28, 35, 50, 34, 27, 51, 68, 4, 66, 33, 20, 39, 26, 32, 25, 7, 62, 65, 60, 17, 9, 54, 45, 49, 47, 44, 41, 43, 36, 46, 52, 19, 23, 24]","(5.0, 308.004)"
40,330,[  5.        314.1166975],[0.         1.43950081],[  5.    308.004],[  5.    316.486],"[59, 16, 18, 56, 58, 3, 42, 37, 38, 55, 64, 10, 8, 12, 11, 29, 48, 30, 6, 15, 5, 67, 13, 2, 57, 14, 40, 31, 61, 63, 21, 22, 53, 1, 28, 35, 50, 34, 27, 51, 68, 4, 66, 33, 20, 39, 26, 32, 25, 7, 62, 65, 60, 17, 9, 54, 45, 49, 47, 44, 41, 43, 36, 46, 52, 19, 23, 24]","(5.0, 308.004)"
41,346,[  5.        313.1702525],[0.         1.32212245],[  5.    307.423],[  5.   314.55],"[59, 16, 18, 56, 58, 3, 42, 37, 38, 55, 64, 10, 8, 12, 11, 29, 48, 30, 6, 15, 5, 67, 13, 2, 57, 14, 40, 31, 61, 63, 21, 22, 23, 1, 28, 35, 50, 34, 27, 51, 68, 4, 66, 53, 20, 39, 25, 32, 26, 17, 62, 65, 60, 7, 9, 54, 45, 49, 47, 44, 41, 43, 36, 46, 52, 19, 33, 24]","(5.0, 307.42299999999994)"
42,320,[  5.       312.379035],[0.         1.44187647],[  5.    305.939],[  5.    313.968],"[59, 5, 67, 56, 58, 3, 42, 1, 15, 8, 64, 10, 55, 4, 11, 25, 44, 30, 6, 53, 16, 18, 13, 2, 57, 14, 40, 31, 61, 63, 21, 37, 38, 33, 28, 36, 50, 34, 35, 51, 68, 7, 66, 19, 20, 26, 39, 32, 29, 12, 62, 65, 60, 17, 9, 41, 45, 49, 47, 27, 24, 43, 48, 46, 54, 22, 23, 52]","(5.0, 305.939)"
43,332,[  5.        311.4973225],[0.         1.55239591],[  5.   305.35],[  5.   313.29],"[59, 18, 67, 66, 17, 29, 42, 28, 33, 8, 64, 10, 55, 12, 11, 3, 32, 30, 6, 19, 16, 5, 13, 2, 57, 14, 56, 9, 61, 63, 21, 1, 47, 53, 37, 48, 50, 34, 35, 51, 68, 25, 41, 22, 20, 39, 52, 44, 7, 4, 62, 65, 60, 58, 15, 24, 40, 49, 38, 27, 45, 43, 36, 46, 26, 54, 23, 31]","(5.0, 305.35)"
44,336,[  5.      310.51566],[0.         1.42511105],[  5.   305.35],[  5.    312.433],"[59, 18, 67, 66, 17, 29, 42, 28, 33, 8, 64, 10, 55, 12, 11, 3, 32, 30, 6, 19, 16, 5, 13, 2, 57, 14, 56, 9, 61, 63, 21, 1, 47, 53, 37, 48, 50, 34, 35, 51, 68, 25, 41, 22, 20, 39, 52, 44, 7, 4, 62, 65, 60, 58, 15, 24, 40, 49, 38, 27, 45, 43, 36, 46, 26, 54, 23, 31]","(5.0, 305.35)"
45,342,[  5.      309.63309],[0.         1.46606694],[  5.    305.237],[  5.    311.098],"[5, 18, 67, 66, 17, 29, 42, 28, 33, 8, 64, 10, 55, 12, 11, 3, 32, 30, 6, 19, 16, 59, 13, 2, 57, 14, 56, 9, 61, 63, 21, 1, 47, 53, 37, 48, 50, 34, 35, 51, 68, 25, 41, 22, 20, 39, 52, 44, 7, 4, 62, 65, 60, 58, 15, 24, 40, 49, 38, 27, 45, 43, 36, 46, 26, 54, 23, 31]","(5.0, 305.237)"
46,330,[  5.       308.656775],[0.         1.43139604],[  5.    304.573],[  5.    310.471],"[59, 16, 18, 56, 58, 3, 47, 37, 38, 40, 64, 10, 8, 12, 11, 29, 48, 30, 6, 15, 5, 67, 13, 2, 57, 14, 55, 31, 61, 63, 21, 22, 53, 1, 28, 35, 50, 34, 27, 51, 68, 4, 66, 33, 20, 39, 26, 32, 25, 7, 62, 65, 60, 17, 9, 54, 45, 36, 42, 44, 41, 43, 49, 46, 52, 19, 23, 24]","(5.0, 304.573)"
47,340,[  5.        307.7234175],[0.         1.21696202],[  5.    302.068],[  5.    309.485],"[5, 18, 67, 66, 17, 29, 42, 28, 33, 8, 64, 10, 55, 12, 11, 3, 32, 30, 6, 19, 16, 59, 13, 2, 57, 14, 56, 9, 61, 63, 45, 1, 47, 53, 37, 48, 50, 34, 35, 51, 68, 25, 41, 22, 20, 39, 52, 44, 7, 4, 62, 65, 60, 58, 15, 24, 40, 49, 38, 27, 21, 43, 36, 46, 26, 23, 54, 31]","(5.0, 302.068)"
48,348,[  5.       306.940885],[0.         1.00936432],[  5.    302.068],[  5.    308.249],"[5, 18, 67, 66, 17, 29, 42, 28, 33, 8, 64, 10, 55, 12, 11, 3, 32, 30, 6, 19, 16, 59, 13, 2, 57, 14, 56, 9, 61, 63, 45, 1, 47, 53, 37, 48, 50, 34, 35, 51, 68, 25, 41, 22, 20, 39, 52, 44, 7, 4, 62, 65, 60, 58, 15, 24, 40, 49, 38, 27, 21, 43, 36, 46, 26, 23, 54, 31]","(5.0, 302.068)"
49,344,[  5.        306.3021425],[0.        1.1548975],[  5.    298.539],[  5.    307.628],"[59, 5, 67, 56, 58, 3, 14, 66, 15, 8, 64, 10, 55, 4, 11, 25, 44, 30, 6, 53, 16, 18, 13, 2, 57, 34, 40, 31, 61, 63, 21, 37, 38, 33, 28, 36, 50, 42, 35, 51, 68, 7, 1, 19, 20, 26, 39, 32, 29, 12, 62, 65, 60, 17, 9, 41, 45, 49, 47, 27, 24, 43, 48, 46, 54, 22, 23, 52]","(5.0, 298.53900000000004)"
50,350,[  5.        305.5480475],[0.         1.30646535],[  5.    298.539],[  5.    306.946],"[59, 5, 67, 56, 58, 3, 14, 66, 15, 8, 64, 10, 55, 4, 11, 25, 44, 30, 6, 53, 16, 18, 13, 2, 57, 34, 40, 31, 61, 63, 21, 37, 38, 33, 28, 36, 50, 42, 35, 51, 68, 7, 1, 19, 20, 26, 39, 32, 29, 12, 62, 65, 60, 17, 9, 41, 45, 49, 47, 27, 24, 43, 48, 46, 54, 22, 23, 52]","(5.0, 298.53900000000004)"
51,344,[  5.      304.70571],[0.         1.58137915],[  5.    293.849],[  5.    305.939],"[59, 18, 67, 66, 17, 29, 42, 28, 33, 8, 64, 10, 55, 12, 11, 3, 32, 30, 47, 19, 16, 5, 7, 2, 15, 14, 56, 9, 61, 63, 21, 1, 6, 53, 37, 48, 50, 34, 35, 51, 68, 25, 41, 22, 20, 39, 52, 44, 13, 4, 62, 65, 60, 58, 57, 24, 40, 49, 38, 27, 45, 43, 36, 46, 26, 54, 23, 31]","(5.0, 293.84900000000005)"
