Generation,evals,avg,std,min,max,best_one,fitness_best_one
10,344,[  5.0025  424.93975],[0.04993746 7.45250686],[  5.    400.295],[  6.    434.393],"[13, 11, 63, 7, 21, 25, 38, 31, 23, 26, 66, 60, 48, 17, 9, 62, 57, 14, 2, 54, 43, 51, 42, 32, 28, 1, 19, 12, 5, 8, 68, 37, 36, 6, 22, 47, 27, 30, 3, 45, 4, 52, 67, 56, 59, 58, 33, 44, 46, 18, 61, 15, 65, 55, 40, 24, 35, 53, 34, 29, 49, 10, 41, 20, 39, 50, 16, 64]","(5.0, 400.29499999999996)"
11,338,[  5.005     418.3522725],[0.07053368 5.54781782],[  5.    399.408],[  6.    424.785],"[13, 11, 63, 52, 21, 25, 38, 31, 23, 26, 3, 60, 48, 24, 9, 62, 14, 57, 2, 54, 43, 51, 42, 32, 28, 1, 19, 44, 5, 8, 68, 37, 36, 6, 22, 47, 27, 30, 66, 45, 4, 33, 67, 56, 58, 59, 7, 12, 17, 18, 61, 15, 10, 55, 40, 46, 35, 53, 34, 29, 49, 65, 41, 20, 39, 50, 16, 64]","(5.0, 399.408)"
12,334,[  5.0125    414.0146575],[0.11110243 6.48175031],[  5.    384.456],[  6.    419.832],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 48, 17, 9, 62, 14, 57, 2, 54, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 68, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 33, 67, 56, 58, 59, 7, 12, 15, 18, 25, 46, 65, 55, 38, 24, 35, 53, 34, 29, 49, 10, 37, 20, 39, 50, 16, 64]","(5.0, 384.456)"
13,330,[  5.015    408.994045],[0.12155246 7.01892729],[  5.    379.561],[  6.   418.29],"[13, 11, 65, 27, 21, 25, 38, 31, 39, 26, 3, 60, 48, 17, 9, 62, 14, 59, 68, 54, 43, 51, 42, 32, 28, 1, 40, 44, 19, 8, 2, 37, 36, 6, 22, 47, 7, 12, 66, 10, 4, 33, 67, 56, 58, 57, 52, 30, 46, 18, 61, 15, 63, 55, 5, 24, 35, 53, 34, 29, 49, 45, 41, 20, 23, 50, 16, 64]","(5.0, 379.561)"
14,326,[  5.0025    403.4565975],[0.04993746 6.18964828],[  5.    379.561],[  6.    410.005],"[13, 11, 65, 27, 21, 25, 38, 31, 39, 26, 3, 60, 48, 17, 9, 62, 14, 59, 68, 54, 43, 51, 42, 32, 28, 1, 40, 44, 19, 8, 2, 37, 36, 6, 22, 47, 7, 12, 66, 10, 4, 33, 67, 56, 58, 57, 52, 30, 46, 18, 61, 15, 63, 55, 5, 24, 35, 53, 34, 29, 49, 45, 41, 20, 23, 50, 16, 64]","(5.0, 379.561)"
15,340,[  5.0025   398.874455],[0.04993746 6.42373043],[  5.    378.288],[  6.   405.01],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 48, 10, 9, 62, 14, 57, 2, 54, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 68, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 33, 67, 56, 58, 59, 7, 12, 15, 18, 25, 46, 65, 55, 38, 24, 35, 39, 34, 29, 49, 17, 37, 20, 53, 50, 16, 64]","(5.0, 378.28799999999995)"
16,338,[  5.005     394.2284175],[0.07053368 6.6720146 ],[  5.    378.288],[  6.    401.941],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 48, 10, 9, 62, 14, 57, 2, 54, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 68, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 33, 67, 56, 58, 59, 7, 12, 15, 18, 25, 46, 65, 55, 38, 24, 35, 39, 34, 29, 49, 17, 37, 20, 53, 50, 16, 64]","(5.0, 378.28799999999995)"
17,338,[  5.       388.839785],[0.         5.01997418],[  5.    363.062],[  5.    397.584],"[13, 11, 63, 61, 21, 26, 40, 31, 23, 52, 48, 56, 3, 10, 9, 62, 14, 57, 2, 54, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 68, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 33, 67, 60, 58, 59, 7, 12, 15, 18, 25, 46, 65, 55, 38, 24, 35, 39, 34, 29, 49, 17, 37, 20, 53, 50, 16, 64]","(5.0, 363.062)"
18,334,[  5.       384.996785],[0.         3.55132587],[  5.    358.272],[  5.    389.446],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 54, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 48, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 33, 67, 56, 58, 59, 7, 12, 15, 18, 25, 46, 65, 55, 38, 24, 35, 53, 34, 29, 49, 10, 37, 20, 39, 50, 16, 17]","(5.0, 358.272)"
19,334,[  5.        382.6938975],[0.         4.08820093],[  5.    358.272],[  5.   386.29],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 54, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 48, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 33, 67, 56, 58, 59, 7, 12, 15, 18, 25, 46, 65, 55, 38, 24, 35, 53, 34, 29, 49, 10, 37, 20, 39, 50, 16, 17]","(5.0, 358.272)"
20,342,[  5.       380.556585],[0.         4.79379702],[  5.    358.272],[  5.    384.456],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 54, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 48, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 33, 67, 56, 58, 59, 7, 12, 15, 18, 25, 46, 65, 55, 38, 24, 35, 53, 34, 29, 49, 10, 37, 20, 39, 50, 16, 17]","(5.0, 358.272)"
21,332,[  5.0025    377.7381725],[0.04993746 5.74388835],[  5.    358.272],[  6.    381.991],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 54, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 48, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 33, 67, 56, 58, 59, 7, 12, 15, 18, 25, 46, 65, 55, 38, 24, 35, 53, 34, 29, 49, 10, 37, 20, 39, 50, 16, 17]","(5.0, 358.272)"
22,346,[  5.0075    374.7930375],[0.08627717 6.64937815],[  5.   357.39],[  6.   380.61],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 54, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 48, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 33, 67, 56, 58, 59, 7, 12, 15, 18, 25, 46, 49, 55, 38, 24, 35, 53, 34, 29, 65, 10, 37, 20, 39, 50, 16, 17]","(5.0, 357.39)"
23,328,[  5.0025    370.5454675],[0.04993746 6.80784036],[  5.    354.067],[  6.    378.346],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 10, 60, 68, 64, 9, 62, 14, 57, 2, 54, 22, 51, 42, 32, 28, 1, 8, 66, 5, 19, 48, 41, 36, 6, 43, 47, 27, 30, 44, 45, 15, 33, 67, 56, 58, 59, 7, 12, 4, 18, 25, 46, 49, 55, 38, 24, 35, 53, 34, 29, 65, 3, 37, 20, 39, 50, 16, 17]","(5.0, 354.067)"
24,334,[  5.005     365.0162275],[0.07053368 5.11383694],[  5.    344.522],[  6.    373.479],"[13, 55, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 9, 64, 68, 62, 14, 57, 2, 54, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 48, 41, 36, 6, 43, 47, 27, 30, 35, 45, 4, 33, 67, 56, 58, 59, 7, 12, 15, 18, 25, 46, 65, 11, 38, 24, 44, 53, 34, 29, 49, 10, 37, 20, 39, 50, 16, 17]","(5.0, 344.522)"
25,340,[  5.        361.2243525],[0.         3.20122484],[  5.    343.062],[  5.    367.742],"[13, 12, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 54, 22, 51, 42, 32, 45, 1, 19, 66, 5, 8, 48, 41, 36, 6, 43, 47, 27, 30, 44, 28, 4, 33, 67, 56, 58, 59, 10, 11, 15, 18, 25, 46, 65, 55, 38, 24, 35, 53, 34, 29, 49, 7, 37, 20, 39, 50, 16, 17]","(5.0, 343.06199999999995)"
26,342,[  5.005   359.13066],[0.07053368 2.86174738],[  5.    343.015],[  6.    362.408],"[13, 11, 63, 61, 2, 52, 40, 31, 23, 26, 3, 60, 48, 10, 9, 62, 14, 19, 21, 54, 22, 45, 20, 32, 28, 1, 57, 66, 5, 8, 68, 41, 36, 6, 43, 47, 27, 30, 44, 49, 4, 18, 67, 56, 58, 59, 7, 12, 15, 24, 25, 46, 65, 55, 38, 33, 35, 39, 34, 29, 51, 17, 37, 42, 53, 50, 16, 64]","(5.0, 343.015)"
27,332,[  5.0075    357.3481975],[0.08627717 3.60583634],[  5.    322.441],[  6.    359.862],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 50, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 48, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 10, 67, 56, 58, 59, 7, 12, 15, 18, 25, 46, 65, 55, 38, 24, 35, 53, 34, 29, 49, 33, 37, 20, 39, 54, 16, 17]","(5.0, 322.441)"
28,350,[  5.0175    355.8685825],[0.13112494 4.83228009],[  5.    322.441],[  6.    358.274],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 50, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 48, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 10, 67, 56, 58, 59, 7, 12, 15, 18, 25, 46, 65, 55, 38, 24, 35, 53, 34, 29, 49, 33, 37, 20, 39, 54, 16, 17]","(5.0, 322.441)"
29,342,[  5.03     353.448325],[0.17058722 6.14845972],[  5.    322.441],[  6.    358.272],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 50, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 48, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 10, 67, 56, 58, 59, 7, 12, 15, 18, 25, 46, 65, 55, 38, 24, 35, 53, 34, 29, 49, 33, 37, 20, 39, 54, 16, 17]","(5.0, 322.441)"
30,350,[  5.0275    350.1710425],[0.16353516 6.80040864],[  5.    322.441],[  6.    356.869],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 50, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 48, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 10, 67, 56, 58, 59, 7, 12, 15, 18, 25, 46, 65, 55, 38, 24, 35, 53, 34, 29, 49, 33, 37, 20, 39, 54, 16, 17]","(5.0, 322.441)"
31,340,[  5.0225    346.0322625],[0.1483029  7.04217711],[  5.    322.441],[  6.    354.059],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 50, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 48, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 10, 67, 56, 58, 59, 7, 12, 15, 18, 25, 46, 65, 55, 38, 24, 35, 53, 34, 29, 49, 33, 37, 20, 39, 54, 16, 17]","(5.0, 322.441)"
32,352,[  5.025     341.5138975],[0.15612495 6.1250898 ],[  5.    322.196],[  6.    348.146],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 50, 22, 51, 42, 32, 28, 1, 38, 66, 5, 8, 48, 41, 36, 53, 43, 47, 27, 30, 44, 45, 4, 10, 67, 56, 58, 59, 7, 12, 15, 18, 25, 46, 65, 55, 19, 24, 35, 6, 34, 29, 49, 33, 37, 20, 39, 54, 16, 17]","(5.0, 322.19599999999997)"
33,340,[  5.035   337.88802],[0.18377976 6.90759149],[  5.    319.871],[  6.    343.922],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 50, 22, 51, 42, 32, 28, 1, 19, 66, 8, 5, 48, 41, 36, 6, 43, 47, 27, 49, 44, 45, 4, 10, 67, 56, 58, 59, 7, 12, 15, 18, 25, 35, 65, 55, 38, 24, 46, 53, 34, 29, 30, 33, 37, 20, 39, 54, 16, 17]","(5.0, 319.871)"
34,318,[  5.0375    333.4861025],[0.18998355 7.30452012],[  5.    319.511],[  6.    340.503],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 50, 22, 51, 42, 32, 28, 1, 19, 66, 8, 5, 48, 41, 36, 6, 43, 47, 44, 49, 27, 45, 4, 10, 67, 56, 58, 59, 7, 12, 15, 18, 25, 35, 65, 55, 38, 24, 46, 53, 34, 29, 30, 33, 37, 20, 39, 54, 16, 17]","(5.0, 319.51099999999997)"
35,342,[  5.0025    328.9881025],[0.04993746 6.8782425 ],[  5.    318.624],[  6.    338.549],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 2, 56, 57, 62, 50, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 48, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 10, 67, 14, 58, 59, 7, 12, 15, 18, 25, 46, 65, 55, 38, 24, 35, 53, 34, 29, 49, 33, 37, 20, 39, 54, 16, 17]","(5.0, 318.62399999999997)"
36,328,[  5.005     323.2742975],[0.07053368 1.87262114],[  5.    317.584],[  6.    331.418],"[13, 11, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 50, 22, 51, 42, 32, 28, 1, 19, 66, 5, 8, 48, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 10, 7, 56, 58, 59, 67, 12, 15, 18, 25, 46, 65, 55, 38, 24, 35, 53, 34, 29, 49, 33, 37, 20, 39, 54, 16, 17]","(5.0, 317.58399999999995)"
37,322,[  5.0025    322.1727275],[0.04993746 1.20957844],[  5.    315.819],[  6.   323.46],"[13, 8, 63, 61, 21, 52, 40, 31, 23, 26, 3, 60, 68, 64, 9, 62, 14, 57, 2, 50, 22, 51, 42, 32, 28, 1, 19, 66, 5, 11, 38, 41, 36, 6, 43, 47, 27, 30, 44, 45, 4, 10, 7, 56, 58, 59, 67, 12, 15, 18, 25, 46, 65, 55, 48, 24, 35, 53, 34, 29, 49, 33, 37, 20, 39, 54, 16, 17]","(5.0, 315.81899999999996)"
38,342,[  5.005   321.42763],[0.07053368 1.71018997],[  5.    302.646],[  6.    322.571],"[13, 9, 63, 61, 21, 52, 40, 31, 47, 49, 3, 60, 68, 64, 11, 62, 14, 57, 2, 45, 46, 51, 42, 32, 28, 1, 19, 66, 5, 38, 48, 41, 36, 6, 43, 23, 27, 30, 44, 50, 25, 10, 67, 56, 58, 59, 7, 12, 15, 18, 4, 22, 65, 55, 8, 26, 35, 53, 34, 29, 24, 54, 37, 20, 39, 33, 16, 17]","(5.0, 302.646)"
39,340,[  5.005     320.5875275],[0.07053368 2.00015182],[  5.    302.646],[  6.    322.441],"[13, 9, 63, 61, 21, 52, 40, 31, 47, 49, 3, 60, 68, 64, 11, 62, 14, 57, 2, 45, 46, 51, 42, 32, 28, 1, 19, 66, 5, 38, 48, 41, 36, 6, 43, 23, 27, 30, 44, 50, 25, 10, 67, 56, 58, 59, 7, 12, 15, 18, 4, 22, 65, 55, 8, 26, 35, 53, 34, 29, 24, 54, 37, 20, 39, 33, 16, 17]","(5.0, 302.646)"
40,340,[  5.01     319.437635],[0.09949874 2.22424996],[  5.    302.646],[  6.    321.508],"[13, 9, 63, 61, 21, 52, 40, 31, 47, 49, 3, 60, 68, 64, 11, 62, 14, 57, 2, 45, 46, 51, 42, 32, 28, 1, 19, 66, 5, 38, 48, 41, 36, 6, 43, 23, 27, 30, 44, 50, 25, 10, 67, 56, 58, 59, 7, 12, 15, 18, 4, 22, 65, 55, 8, 26, 35, 53, 34, 29, 24, 54, 37, 20, 39, 33, 16, 17]","(5.0, 302.646)"
41,340,[  5.0075    318.3290275],[0.08627717 2.82461895],[  5.    302.646],[  6.    320.259],"[13, 9, 63, 61, 21, 52, 40, 31, 47, 49, 3, 60, 68, 64, 11, 62, 14, 57, 2, 45, 46, 51, 42, 32, 28, 1, 19, 66, 5, 38, 48, 41, 36, 6, 43, 23, 27, 30, 44, 50, 25, 10, 67, 56, 58, 59, 7, 12, 15, 18, 4, 22, 65, 55, 8, 26, 35, 53, 34, 29, 24, 54, 37, 20, 39, 33, 16, 17]","(5.0, 302.646)"
42,334,[  5.01      316.8764475],[0.09949874 3.62930538],[  5.    302.646],[  6.    319.511],"[13, 9, 63, 61, 21, 52, 40, 31, 47, 49, 3, 60, 68, 64, 11, 62, 14, 57, 2, 45, 46, 51, 42, 32, 28, 1, 19, 66, 5, 38, 48, 41, 36, 6, 43, 23, 27, 30, 44, 50, 25, 10, 67, 56, 58, 59, 7, 12, 15, 18, 4, 22, 65, 55, 8, 26, 35, 53, 34, 29, 24, 54, 37, 20, 39, 33, 16, 17]","(5.0, 302.646)"
43,338,[  5.0175   315.070155],[0.13112494 4.50629349],[  5.    295.788],[  6.    318.283],"[13, 11, 63, 61, 21, 37, 40, 31, 27, 26, 3, 60, 68, 64, 9, 62, 14, 57, 55, 45, 46, 51, 42, 32, 28, 36, 19, 66, 5, 38, 48, 41, 1, 6, 43, 47, 23, 30, 29, 24, 4, 10, 67, 56, 58, 59, 7, 12, 15, 18, 25, 22, 65, 2, 8, 16, 35, 53, 34, 44, 49, 33, 52, 20, 39, 54, 50, 17]","(5.0, 295.788)"
44,342,[  5.02      312.8594875],[0.14      5.5604249],[  5.    286.666],[  6.    317.584],"[13, 9, 63, 61, 21, 52, 40, 31, 47, 49, 3, 60, 68, 64, 65, 62, 14, 57, 22, 45, 46, 51, 42, 32, 28, 1, 19, 66, 5, 38, 48, 41, 36, 6, 43, 23, 27, 30, 44, 50, 25, 10, 67, 56, 58, 59, 7, 12, 15, 18, 4, 2, 11, 55, 8, 26, 35, 53, 34, 29, 24, 54, 37, 20, 39, 33, 16, 17]","(5.0, 286.666)"
45,332,[  5.0225    309.8645025],[0.1483029  5.81550531],[  5.    286.666],[  6.   316.08],"[13, 9, 63, 61, 21, 52, 40, 31, 47, 49, 3, 60, 68, 64, 65, 62, 14, 57, 22, 45, 46, 51, 42, 32, 28, 1, 19, 66, 5, 38, 48, 41, 36, 6, 43, 23, 27, 30, 44, 50, 25, 10, 67, 56, 58, 59, 7, 12, 15, 18, 4, 2, 11, 55, 8, 26, 35, 53, 34, 29, 24, 54, 37, 20, 39, 33, 16, 17]","(5.0, 286.666)"
46,336,[  5.025     305.9009025],[0.15612495 5.08793133],[  5.    286.666],[  6.    313.662],"[13, 9, 63, 61, 21, 52, 40, 31, 47, 49, 3, 60, 68, 64, 65, 62, 14, 57, 22, 45, 46, 51, 42, 32, 28, 1, 19, 66, 5, 38, 48, 41, 36, 6, 43, 23, 27, 30, 44, 50, 25, 10, 67, 56, 58, 59, 7, 12, 15, 18, 4, 2, 11, 55, 8, 26, 35, 53, 34, 29, 24, 54, 37, 20, 39, 33, 16, 17]","(5.0, 286.666)"
47,336,[  5.        301.9709675],[0.         3.36827593],[  5.    281.516],[  5.    305.232],"[13, 9, 63, 61, 21, 52, 40, 31, 47, 49, 3, 2, 68, 64, 11, 62, 14, 57, 22, 45, 46, 51, 42, 32, 41, 36, 19, 66, 5, 38, 48, 28, 1, 6, 43, 23, 27, 30, 44, 50, 25, 10, 67, 56, 58, 59, 7, 12, 15, 18, 4, 60, 65, 55, 8, 26, 35, 20, 34, 29, 24, 54, 37, 53, 39, 33, 16, 17]","(5.0, 281.51599999999996)"
48,352,[  5.        300.0444825],[0.        4.3645425],[  5.    281.256],[  5.   303.19],"[13, 9, 63, 61, 21, 52, 40, 31, 47, 49, 3, 2, 68, 64, 11, 62, 14, 57, 22, 45, 46, 51, 42, 32, 41, 25, 19, 66, 5, 34, 48, 28, 1, 6, 43, 23, 27, 30, 44, 50, 36, 10, 67, 56, 58, 59, 7, 12, 15, 18, 4, 60, 65, 55, 8, 26, 35, 20, 38, 29, 24, 54, 37, 53, 39, 33, 16, 17]","(5.0, 281.256)"
49,332,[  5.        297.9392925],[0.        5.2672048],[  5.    280.579],[  5.    302.636],"[13, 9, 63, 61, 21, 52, 40, 31, 47, 49, 3, 2, 68, 64, 11, 62, 14, 57, 22, 45, 46, 51, 42, 32, 41, 25, 19, 66, 5, 34, 48, 28, 1, 6, 43, 23, 54, 30, 44, 50, 36, 10, 67, 56, 58, 59, 7, 12, 15, 18, 4, 60, 65, 55, 8, 26, 35, 20, 38, 29, 24, 27, 37, 53, 39, 33, 16, 17]","(5.0, 280.57899999999995)"
50,348,[  5.       295.179725],[0.         5.73660921],[  5.    280.579],[  5.    300.654],"[13, 9, 63, 61, 21, 52, 40, 31, 47, 49, 3, 2, 68, 64, 11, 62, 14, 57, 22, 45, 46, 51, 42, 32, 41, 25, 19, 66, 5, 34, 48, 28, 1, 6, 43, 23, 54, 30, 44, 50, 36, 10, 67, 56, 58, 59, 7, 12, 15, 18, 4, 60, 65, 55, 8, 26, 35, 20, 38, 29, 24, 27, 37, 53, 39, 33, 16, 17]","(5.0, 280.57899999999995)"
51,344,[  5.0025   291.662395],[0.04993746 5.66420777],[  5.    280.579],[  6.    298.544],"[13, 9, 63, 61, 21, 52, 40, 31, 47, 49, 3, 2, 68, 64, 11, 62, 14, 57, 22, 45, 46, 51, 42, 32, 41, 25, 19, 66, 5, 34, 48, 28, 1, 6, 43, 23, 54, 30, 44, 50, 36, 10, 67, 56, 58, 59, 7, 12, 15, 18, 4, 60, 65, 55, 8, 26, 35, 20, 38, 29, 24, 27, 37, 53, 39, 33, 16, 17]","(5.0, 280.57899999999995)"
