Generation,evals,avg,std,min,max,best_one,fitness_best_one
10,194,[  4.         388.77746367],[0.         4.80981469],[  4.         362.84507685],[  4.         391.71266585],"[8, 9, 12, 13, 17, 11, 1, 20, 4, 2, 5, 3, 23, 24, 21, 22, 18, 15, 14, 16, 19, 7, 25, 6, 10]","(4.0, 362.84507684998624)"
11,220,[  4.         384.96851523],[0.         6.71502182],[  4.         354.89840992],[  4.         389.53554052],"[8, 9, 7, 13, 17, 11, 1, 20, 4, 2, 5, 3, 23, 24, 21, 12, 18, 15, 14, 16, 19, 22, 25, 6, 10]","(4.0, 354.89840991724986)"
12,200,[  4.         379.81306493],[0.         8.22455049],[  4.         354.67009075],[  4.         386.94153298],"[25, 17, 19, 15, 13, 8, 21, 23, 18, 7, 4, 9, 3, 10, 12, 16, 14, 11, 24, 22, 20, 6, 5, 2, 1]","(4.0, 354.6700907482214)"
13,226,[  4.         371.91455086],[0.         8.21360604],[  4.         345.69648366],[  4.         381.42866077],"[8, 9, 12, 13, 17, 11, 1, 20, 4, 2, 5, 3, 23, 24, 21, 22, 18, 15, 14, 16, 19, 7, 10, 6, 25]","(4.0, 345.6964836574844)"
14,202,[  4.         363.38227496],[0.         4.73790827],[  4.         339.71852836],[  4.         371.88577896],"[8, 9, 12, 13, 17, 11, 1, 20, 4, 2, 5, 3, 25, 24, 21, 22, 18, 15, 14, 16, 19, 7, 10, 6, 23]","(4.0, 339.71852836007446)"
15,230,[  4.         359.47901274],[0.         4.78958613],[  4.         339.71852836],[  4.         362.84507685],"[8, 9, 12, 13, 17, 11, 1, 20, 4, 2, 5, 3, 25, 24, 21, 22, 18, 15, 14, 16, 19, 7, 10, 6, 23]","(4.0, 339.71852836007446)"
16,218,[  4.         355.15062935],[0.         4.95785783],[  4.         339.71852836],[  4.         362.06423547],"[8, 9, 12, 13, 17, 11, 1, 20, 4, 2, 5, 3, 25, 24, 21, 22, 18, 15, 14, 16, 19, 7, 10, 6, 23]","(4.0, 339.71852836007446)"
17,234,[  4.         351.02292209],[0.         4.88416952],[  4.         335.18348408],[  4.         354.89840992],"[25, 9, 12, 13, 17, 11, 5, 20, 4, 2, 1, 3, 23, 24, 21, 22, 18, 15, 14, 16, 19, 7, 8, 6, 10]","(4.0, 335.1834840773095)"
18,214,[  4.         346.46829894],[0.         4.78393986],[  4.        327.1994673],[  4.         352.59328847],"[8, 9, 12, 13, 17, 11, 1, 6, 4, 2, 5, 3, 25, 24, 21, 22, 18, 15, 14, 16, 19, 7, 10, 20, 23]","(4.0, 327.199467296734)"
19,206,[  4.         342.21220107],[0.         3.49984397],[  4.        327.1994673],[  4.         345.69648366],"[8, 9, 12, 13, 17, 11, 1, 6, 4, 2, 5, 3, 25, 24, 21, 22, 18, 15, 14, 16, 19, 7, 10, 20, 23]","(4.0, 327.199467296734)"
20,180,[  4.         338.68048612],[0.         2.80310926],[  4.         322.44612013],[  4.         341.94529831],"[11, 17, 19, 15, 13, 8, 21, 25, 23, 7, 4, 9, 3, 10, 12, 16, 14, 18, 24, 22, 20, 6, 5, 2, 1]","(4.0, 322.4461201276143)"
21,198,[  4.         336.69246781],[0.         3.69035294],[  4.         322.44612013],[  4.         339.71852836],"[11, 17, 19, 15, 13, 8, 21, 25, 23, 7, 4, 9, 3, 10, 12, 16, 14, 18, 24, 22, 20, 6, 5, 2, 1]","(4.0, 322.4461201276143)"
22,222,[  4.         333.60461541],[0.         3.39623696],[  4.         320.47481749],[  4.         337.21585997],"[8, 9, 12, 13, 17, 11, 1, 6, 4, 2, 5, 3, 25, 24, 21, 22, 18, 15, 14, 16, 19, 7, 10, 23, 20]","(4.0, 320.47481749289904)"
23,194,[  4.         330.46504782],[0.         3.41235285],[  4.         318.84078262],[  4.         334.16451701],"[8, 9, 12, 18, 17, 11, 1, 6, 4, 2, 5, 3, 25, 24, 21, 22, 13, 15, 14, 16, 19, 7, 10, 23, 20]","(4.0, 318.8407826237521)"
24,218,[  4.         327.31560901],[0.         2.54326988],[  4.         318.84078262],[  4.         330.59391602],"[8, 9, 12, 18, 17, 11, 1, 6, 4, 2, 5, 3, 25, 24, 21, 22, 13, 15, 14, 16, 19, 7, 10, 23, 20]","(4.0, 318.8407826237521)"
25,186,[  4.         325.42367709],[0.         2.58174596],[  4.         316.54860366],[  4.        327.1994673],"[8, 9, 12, 18, 17, 11, 4, 6, 1, 2, 5, 3, 25, 24, 21, 22, 13, 15, 14, 16, 19, 7, 10, 23, 20]","(4.0, 316.5486036591311)"
26,200,[  4.         323.07081112],[0.         2.76398532],[  4.         313.71300326],[  4.         326.43408189],"[8, 9, 12, 13, 17, 11, 5, 6, 4, 2, 1, 3, 25, 24, 21, 22, 18, 15, 14, 16, 19, 7, 10, 23, 20]","(4.0, 313.7130032588475)"
27,218,[  4.         320.53423976],[0.         1.79197897],[  4.         313.71300326],[  4.         322.44612013],"[8, 9, 12, 13, 17, 11, 5, 6, 4, 2, 1, 3, 25, 24, 21, 22, 18, 15, 14, 16, 19, 7, 10, 23, 20]","(4.0, 313.7130032588475)"
28,216,[  4.         319.17014577],[0.         1.79524619],[  4.         313.71300326],[  4.         320.47481749],"[8, 9, 12, 13, 17, 11, 5, 6, 4, 2, 1, 3, 25, 24, 21, 22, 18, 15, 14, 16, 19, 7, 10, 23, 20]","(4.0, 313.7130032588475)"
29,216,[  4.         317.68391776],[0.        1.7191608],[  4.         313.71300326],[  4.         319.76557963],"[8, 9, 12, 13, 17, 11, 5, 6, 4, 2, 1, 3, 25, 24, 21, 22, 18, 15, 14, 16, 19, 7, 10, 23, 20]","(4.0, 313.7130032588475)"
30,216,[  4.         316.06045762],[0.         1.33596434],[  4.         312.01947164],[  4.         318.53113129],"[8, 9, 12, 18, 17, 11, 5, 3, 1, 2, 6, 4, 25, 24, 21, 22, 13, 15, 14, 16, 19, 7, 10, 23, 20]","(4.0, 312.01947163873876)"
31,202,[  4.         315.22034173],[0.         1.40658349],[  4.         312.01947164],[  4.         316.54860366],"[8, 9, 12, 18, 17, 11, 5, 3, 1, 2, 6, 4, 25, 24, 21, 22, 13, 15, 14, 16, 19, 7, 10, 23, 20]","(4.0, 312.01947163873876)"
32,208,[  4.         313.77160677],[0.         0.58469367],[  4.         312.01947164],[  4.         315.95746336],"[8, 9, 12, 18, 17, 11, 5, 3, 1, 2, 6, 4, 25, 24, 21, 22, 13, 15, 14, 16, 19, 7, 10, 23, 20]","(4.0, 312.01947163873876)"
33,202,[  4.         313.53138357],[0.         0.48020289],[  4.         312.01947164],[  4.         313.71300326],"[8, 9, 12, 18, 17, 11, 5, 3, 1, 2, 6, 4, 25, 24, 21, 22, 13, 15, 14, 16, 19, 7, 10, 23, 20]","(4.0, 312.01947163873876)"
34,198,[  4.         313.25338612],[0.         0.67606575],[  4.         311.94039576],[  4.         313.71300326],"[8, 9, 12, 18, 17, 11, 5, 3, 1, 2, 6, 4, 25, 24, 21, 22, 13, 15, 19, 16, 14, 7, 10, 23, 20]","(4.0, 311.94039576037983)"
35,212,[  4.         312.69806862],[0.         0.76736476],[  4.         308.55081253],[  4.         313.71300326],"[8, 9, 15, 18, 17, 11, 3, 5, 1, 2, 6, 4, 25, 24, 21, 22, 13, 12, 14, 16, 19, 7, 10, 23, 20]","(4.0, 308.55081253143027)"
36,220,[  4.         312.04167771],[0.         0.38762142],[  4.         308.55081253],[  4.       312.869943],"[8, 9, 15, 18, 17, 11, 3, 5, 1, 2, 6, 4, 25, 24, 21, 22, 13, 12, 14, 16, 19, 7, 10, 23, 20]","(4.0, 308.55081253143027)"
37,212,[  4.         311.89040108],[0.         0.54594485],[  4.         308.55081253],[  4.         312.01947164],"[8, 9, 15, 18, 17, 11, 3, 5, 1, 2, 6, 4, 25, 24, 21, 22, 13, 12, 14, 16, 19, 7, 10, 23, 20]","(4.0, 308.55081253143027)"
38,234,[  4.         311.71977443],[0.         0.77999282],[  4.         308.55081253],[  4.         312.01947164],"[8, 9, 15, 18, 17, 11, 3, 5, 1, 2, 6, 4, 25, 24, 21, 22, 13, 12, 14, 16, 19, 7, 10, 23, 20]","(4.0, 308.55081253143027)"
39,218,[  4.         311.37310165],[0.         1.00209492],[  4.         308.55081253],[  4.         312.01947164],"[8, 9, 15, 18, 17, 11, 3, 5, 1, 2, 6, 4, 25, 24, 21, 22, 13, 12, 14, 16, 19, 7, 10, 23, 20]","(4.0, 308.55081253143027)"
40,196,[  4.         310.67171548],[0.         1.14359131],[  4.         304.11313811],[  4.         311.94039576],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 6, 4, 25, 24, 20, 22, 13, 15, 14, 16, 12, 7, 10, 23, 21]","(4.0, 304.11313811269395)"
41,220,[  4.         309.73108309],[0.         0.88848145],[  4.         304.11313811],[  4.         311.41467753],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 6, 4, 25, 24, 20, 22, 13, 15, 14, 16, 12, 7, 10, 23, 21]","(4.0, 304.11313811269395)"
42,220,[  4.         309.11226169],[0.         0.84724303],[  4.         304.11313811],[  4.         309.78064266],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 6, 4, 25, 24, 20, 22, 13, 15, 14, 16, 12, 7, 10, 23, 21]","(4.0, 304.11313811269395)"
43,202,[  4.         308.56895413],[0.        1.0123177],[  4.         304.11313811],[  4.         309.47099133],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 6, 4, 25, 24, 20, 22, 13, 15, 14, 16, 12, 7, 10, 23, 21]","(4.0, 304.11313811269395)"
44,206,[  4.         308.03016078],[0.         1.31247788],[  4.         304.11313811],[  4.         308.55081253],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 6, 4, 25, 24, 20, 22, 13, 15, 14, 16, 12, 7, 10, 23, 21]","(4.0, 304.11313811269395)"
45,214,[  4.         307.30765495],[0.         1.77834453],[  4.         304.11313811],[  4.         308.55081253],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 6, 4, 25, 24, 20, 22, 13, 15, 14, 16, 12, 7, 10, 23, 21]","(4.0, 304.11313811269395)"
46,220,[  4.        306.1818071],[0.         1.84359328],[  4.         303.95290007],[  4.         308.55081253],"[8, 9, 19, 18, 17, 11, 7, 3, 1, 2, 6, 4, 25, 24, 20, 22, 13, 15, 14, 16, 12, 5, 10, 23, 21]","(4.0, 303.9529000711062)"
47,210,[  4.         304.45989842],[0.         0.81644766],[  4.         303.95290007],[  4.        306.4858679],"[8, 9, 19, 18, 17, 11, 7, 3, 1, 2, 6, 4, 25, 24, 20, 22, 13, 15, 14, 16, 12, 5, 10, 23, 21]","(4.0, 303.9529000711062)"
48,210,[  4.         304.10345338],[0.         0.12664528],[  4.         301.94600291],[  4.         304.11313811],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 14, 16, 12, 7, 10, 23, 21]","(4.0, 301.94600291221695)"
49,210,[  4.         304.07666749],[0.         0.25679981],[  4.         301.72797331],[  4.         304.11313811],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 6, 4, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 10, 23, 21]","(4.0, 301.7279733055595)"
50,214,[  4.         304.03051213],[0.         0.37928652],[  4.         301.72797331],[  4.         304.11313811],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 6, 4, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 10, 23, 21]","(4.0, 301.7279733055595)"
51,214,[  4.         303.90015103],[0.        0.5968196],[  4.         301.72797331],[  4.         304.11313811],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 6, 4, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 10, 23, 21]","(4.0, 301.7279733055595)"
52,218,[  4.         303.58154066],[0.         0.86709315],[  4.         301.72797331],[  4.         304.11313811],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 6, 4, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 10, 23, 21]","(4.0, 301.7279733055595)"
53,210,[  4.         302.92930104],[0.         1.01432127],[  4.         299.56083811],[  4.         303.95290007],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 10, 23, 21]","(4.0, 299.56083810508244)"
54,200,[  4.         301.95076811],[0.         0.40795807],[  4.         299.56083811],[  4.         303.54621136],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 10, 23, 21]","(4.0, 299.56083810508244)"
55,208,[  4.         301.76932066],[0.         0.33330005],[  4.         299.56083811],[  4.         301.94600291],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 10, 23, 21]","(4.0, 299.56083810508244)"
56,208,[  4.         301.63106904],[0.         0.44123347],[  4.         299.56083811],[  4.         301.72797331],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 10, 23, 21]","(4.0, 299.56083810508244)"
57,208,[  4.         301.48835013],[0.         0.66719301],[  4.         299.56083811],[  4.         301.72797331],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 10, 23, 21]","(4.0, 299.56083810508244)"
58,232,[  4.         301.20390024],[0.         0.90217624],[  4.         299.56083811],[  4.         301.72797331],"[8, 9, 19, 18, 17, 11, 5, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 10, 23, 21]","(4.0, 299.56083810508244)"
59,196,[  4.         300.63479192],[0.         1.03142013],[  4.         299.40060006],[  4.         301.72797331],"[8, 9, 19, 18, 17, 11, 7, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 10, 23, 21]","(4.0, 299.40060006349466)"
60,212,[  4.         299.63141762],[0.         0.29767834],[  4.         299.40060006],[  4.         301.23111745],"[8, 9, 19, 18, 17, 11, 7, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 10, 23, 21]","(4.0, 299.40060006349466)"
61,220,[  4.         299.55032279],[0.         0.11926229],[  4.         297.53120272],[  4.         299.56083811],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 5, 23, 21]","(4.0, 297.5312027217823)"
62,198,[  4.         299.53141767],[0.         0.20444521],[  4.         297.53120272],[  4.         299.56083811],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 5, 23, 21]","(4.0, 297.5312027217823)"
63,214,[  4.        299.4982364],[0.         0.28638097],[  4.         297.53120272],[  4.         299.56083811],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 5, 23, 21]","(4.0, 297.5312027217823)"
64,200,[  4.         299.41507339],[0.         0.42399403],[  4.         297.53120272],[  4.         299.56083811],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 5, 23, 21]","(4.0, 297.5312027217823)"
65,210,[  4.         299.27600082],[0.        0.5464454],[  4.         297.53120272],[  4.         299.56083811],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 5, 23, 21]","(4.0, 297.5312027217823)"
66,212,[  4.         299.02861853],[0.         0.73135199],[  4.         297.53120272],[  4.         299.40060006],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 7, 5, 23, 21]","(4.0, 297.5312027217823)"
67,190,[  4.         298.64052639],[0.         0.89557515],[  4.         297.49359614],[  4.         299.39730602],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 23, 13, 15, 16, 14, 12, 7, 5, 22, 21]","(4.0, 297.4935961389758)"
68,204,[  4.         297.81023246],[0.         0.61464367],[  4.         297.49359614],[  4.         299.39730602],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 23, 13, 15, 16, 14, 12, 7, 5, 22, 21]","(4.0, 297.4935961389758)"
69,212,[  4.         297.53019988],[0.         0.00605869],[  4.         297.49359614],[  4.         297.53120272],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 23, 13, 15, 16, 14, 12, 7, 5, 22, 21]","(4.0, 297.4935961389758)"
70,200,[  4.         297.52907168],[0.         0.00869481],[  4.         297.49359614],[  4.         297.53120272],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 23, 13, 15, 16, 14, 12, 7, 5, 22, 21]","(4.0, 297.4935961389758)"
71,212,[  4.         297.52618851],[0.         0.01278378],[  4.         297.49359614],[  4.         297.53120272],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 23, 13, 15, 16, 14, 12, 7, 5, 22, 21]","(4.0, 297.4935961389758)"
72,206,[  4.         297.52042217],[0.         0.01700587],[  4.         297.49359614],[  4.         297.53120272],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 23, 13, 15, 16, 14, 12, 7, 5, 22, 21]","(4.0, 297.4935961389758)"
73,212,[  4.         297.50190969],[0.        0.1036143],[  4.         295.73811873],[  4.         297.53120272],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
74,198,[  4.         297.47604136],[0.        0.1746678],[  4.         295.73811873],[  4.         297.49359614],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
75,214,[  4.         297.43582136],[0.         0.31136497],[  4.         295.73811873],[  4.         297.49359614],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
76,210,[  4.         297.33197497],[0.         0.50417471],[  4.         295.73811873],[  4.         297.49359614],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
77,196,[  4.         297.10746856],[0.         0.72087009],[  4.         295.73811873],[  4.         297.49359614],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
78,208,[  4.         296.62919778],[0.         0.86590685],[  4.         295.73811873],[  4.         297.49359614],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
79,230,[  4.         295.77878658],[0.         0.16697463],[  4.         295.73811873],[  4.         297.49359614],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
80,226,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
81,198,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
82,202,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
83,202,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
84,204,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
85,240,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
86,224,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
87,208,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
88,222,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
89,224,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
90,206,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
91,196,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
92,212,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
93,216,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
94,216,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
95,204,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
96,204,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
97,206,[  4.         295.73811873],[0.00000000e+00 1.64845915e-12],[  4.         295.73811873],[  4.         295.73811873],"[8, 9, 19, 18, 17, 11, 10, 3, 1, 2, 4, 6, 25, 24, 20, 22, 13, 15, 16, 14, 12, 5, 7, 23, 21]","(4.0, 295.7381187342183)"
