Generation,evals,avg,std,min,max,best_one,fitness_best_one
10,340,[  5.125     400.4475125],[0.33071891 9.26756344],[  5.    348.334],[  6.    409.065],"[23, 28, 17, 60, 43, 33, 37, 24, 40, 36, 42, 8, 59, 2, 47, 39, 20, 31, 46, 48, 51, 10, 4, 18, 19, 15, 63, 68, 64, 22, 21, 25, 50, 32, 41, 58, 27, 6, 53, 38, 11, 55, 7, 62, 13, 57, 67, 3, 61, 56, 65, 12, 16, 5, 45, 54, 34, 35, 44, 29, 26, 52, 1, 49, 30, 9, 14, 66]","(5.0, 348.334)"
11,336,[  5.1125  393.28715],[0.31598062 8.96163227],[  5.    348.334],[  6.    404.697],"[23, 28, 17, 60, 43, 33, 37, 24, 40, 36, 42, 8, 59, 2, 47, 39, 20, 31, 46, 48, 51, 10, 4, 18, 19, 15, 63, 68, 64, 22, 21, 25, 50, 32, 41, 58, 27, 6, 53, 38, 11, 55, 7, 62, 13, 57, 67, 3, 61, 56, 65, 12, 16, 5, 45, 54, 34, 35, 44, 29, 26, 52, 1, 49, 30, 9, 14, 66]","(5.0, 348.334)"
12,348,[  5.11     386.800195],[0.31288976 8.56291304],[  5.    348.334],[  6.    395.565],"[23, 28, 17, 60, 43, 33, 37, 24, 40, 36, 42, 8, 59, 2, 47, 39, 20, 31, 46, 48, 51, 10, 4, 18, 19, 15, 63, 68, 64, 22, 21, 25, 50, 32, 41, 58, 27, 6, 53, 38, 11, 55, 7, 62, 13, 57, 67, 3, 61, 56, 65, 12, 16, 5, 45, 54, 34, 35, 44, 29, 26, 52, 1, 49, 30, 9, 14, 66]","(5.0, 348.334)"
13,336,[  5.1       380.3746225],[0.3        8.86736749],[  5.    348.334],[  6.    389.416],"[23, 28, 17, 60, 43, 33, 37, 24, 40, 36, 42, 8, 59, 2, 47, 39, 20, 31, 46, 48, 51, 10, 4, 18, 19, 15, 63, 68, 64, 22, 21, 25, 50, 32, 41, 58, 27, 6, 53, 38, 11, 55, 7, 62, 13, 57, 67, 3, 61, 56, 65, 12, 16, 5, 45, 54, 34, 35, 44, 29, 26, 52, 1, 49, 30, 9, 14, 66]","(5.0, 348.334)"
14,320,[  5.065    373.713585],[0.24652586 9.04086104],[  5.    347.296],[  6.    384.803],"[23, 28, 17, 60, 43, 33, 37, 24, 40, 36, 42, 8, 59, 2, 47, 39, 20, 31, 46, 48, 51, 10, 4, 18, 27, 15, 63, 68, 64, 22, 21, 25, 50, 52, 41, 58, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 67, 3, 61, 56, 65, 12, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 14, 66]","(5.0, 347.29600000000005)"
15,362,[  5.06      367.1102725],[0.23748684 7.39765523],[  5.    346.513],[  6.    379.156],"[23, 28, 17, 60, 43, 33, 37, 24, 40, 36, 42, 47, 19, 2, 8, 39, 20, 31, 46, 48, 51, 10, 4, 16, 59, 15, 63, 68, 64, 22, 21, 25, 50, 32, 41, 58, 27, 6, 53, 38, 11, 55, 7, 62, 13, 57, 67, 3, 61, 56, 66, 12, 18, 5, 45, 54, 34, 35, 29, 44, 26, 52, 1, 49, 30, 9, 14, 65]","(5.0, 346.513)"
16,340,[  5.01      361.4624575],[0.09949874 5.45117042],[  5.    338.604],[  6.    367.846],"[23, 28, 4, 18, 43, 33, 37, 24, 52, 36, 42, 8, 59, 2, 47, 39, 20, 31, 46, 48, 51, 10, 17, 60, 19, 15, 63, 68, 64, 22, 21, 25, 50, 32, 41, 58, 27, 6, 53, 38, 62, 55, 7, 11, 13, 57, 67, 3, 65, 56, 66, 12, 16, 5, 45, 54, 34, 1, 44, 29, 26, 40, 35, 49, 30, 9, 14, 61]","(5.0, 338.604)"
17,350,[  5.0025    357.7801775],[0.04993746 6.2927786 ],[  5.    332.786],[  6.    362.884],"[23, 28, 17, 60, 43, 33, 37, 24, 40, 36, 42, 8, 59, 2, 47, 39, 20, 31, 46, 48, 51, 10, 4, 18, 64, 15, 63, 68, 27, 22, 21, 25, 50, 52, 41, 58, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 67, 3, 61, 56, 65, 12, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 14, 66]","(5.0, 332.78599999999994)"
18,352,[  5.005   354.10469],[0.07053368 6.64787517],[  5.   330.74],[  6.    361.923],"[23, 28, 17, 60, 43, 33, 37, 24, 40, 36, 42, 8, 59, 2, 47, 39, 20, 31, 46, 48, 51, 10, 4, 18, 64, 15, 63, 68, 27, 22, 21, 25, 50, 52, 41, 58, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 12, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 14, 66]","(5.0, 330.74)"
19,358,[  5.0125    348.9904725],[0.11110243 5.0343181 ],[  5.    327.633],[  6.    359.613],"[10, 28, 17, 60, 43, 33, 37, 24, 40, 36, 42, 8, 59, 2, 47, 39, 20, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 27, 22, 21, 25, 50, 52, 41, 58, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 12, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 14, 66]","(5.0, 327.63300000000004)"
20,324,[  5.0075    345.7561275],[0.08627717 4.51041559],[  5.    327.633],[  6.   348.88],"[10, 28, 17, 60, 43, 33, 37, 24, 40, 36, 42, 8, 59, 2, 47, 39, 20, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 27, 22, 21, 25, 50, 52, 41, 58, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 12, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 14, 66]","(5.0, 327.63300000000004)"
21,318,[  5.015   342.87625],[0.12155246 5.55803145],[  5.    323.352],[  6.    348.173],"[23, 28, 17, 60, 43, 33, 37, 24, 40, 36, 42, 8, 59, 61, 47, 39, 20, 31, 46, 48, 51, 10, 4, 18, 64, 15, 63, 68, 27, 22, 21, 25, 50, 52, 29, 58, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 2, 56, 67, 12, 16, 5, 45, 54, 34, 35, 44, 41, 26, 32, 1, 49, 30, 9, 14, 66]","(5.0, 323.35200000000003)"
22,338,[  5.025   339.57281],[0.15612495 5.4267339 ],[  5.    323.352],[  6.    346.214],"[23, 28, 17, 60, 43, 33, 37, 24, 40, 36, 42, 8, 59, 61, 47, 39, 20, 31, 46, 48, 51, 10, 4, 18, 64, 15, 63, 68, 27, 22, 21, 25, 50, 52, 29, 58, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 2, 56, 67, 12, 16, 5, 45, 54, 34, 35, 44, 41, 26, 32, 1, 49, 30, 9, 14, 66]","(5.0, 323.35200000000003)"
23,356,[  5.0175    336.2963575],[0.13112494 4.40836798],[  5.    323.352],[  6.    343.483],"[23, 28, 17, 60, 43, 33, 37, 24, 40, 36, 42, 8, 59, 61, 47, 39, 20, 31, 46, 48, 51, 10, 4, 18, 64, 15, 63, 68, 27, 22, 21, 25, 50, 52, 29, 58, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 2, 56, 67, 12, 16, 5, 45, 54, 34, 35, 44, 41, 26, 32, 1, 49, 30, 9, 14, 66]","(5.0, 323.35200000000003)"
24,354,[  5.0025   333.333705],[0.04993746 3.5776642 ],[  5.    309.248],[  6.    338.604],"[10, 8, 17, 60, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 47, 39, 20, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 27, 22, 21, 25, 50, 52, 41, 58, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 14, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 12, 66]","(5.0, 309.24800000000005)"
25,338,[  5.      330.98364],[0.         3.11791946],[  5.    309.248],[  5.   334.16],"[10, 8, 17, 60, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 47, 39, 20, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 27, 22, 21, 25, 50, 52, 41, 58, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 14, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 12, 66]","(5.0, 309.24800000000005)"
26,344,[  5.       329.183845],[0.        3.4898237],[  5.    307.799],[  5.    332.786],"[23, 28, 17, 60, 43, 33, 37, 24, 40, 36, 42, 8, 59, 61, 47, 39, 20, 31, 46, 48, 51, 10, 4, 18, 64, 15, 63, 68, 27, 22, 21, 25, 50, 52, 29, 38, 19, 6, 53, 58, 11, 65, 7, 62, 13, 57, 55, 3, 2, 56, 67, 12, 16, 5, 45, 54, 34, 35, 44, 41, 26, 32, 1, 49, 30, 9, 14, 66]","(5.0, 307.79900000000004)"
27,340,[  5.0025   327.176835],[0.04993746 3.67404344],[  5.    307.799],[  6.    330.925],"[23, 28, 17, 60, 43, 33, 37, 24, 40, 36, 42, 8, 59, 61, 47, 39, 20, 31, 46, 48, 51, 10, 4, 18, 64, 15, 63, 68, 27, 22, 21, 25, 50, 52, 29, 38, 19, 6, 53, 58, 11, 65, 7, 62, 13, 57, 55, 3, 2, 56, 67, 12, 16, 5, 45, 54, 34, 35, 44, 41, 26, 32, 1, 49, 30, 9, 14, 66]","(5.0, 307.79900000000004)"
28,324,[  5.005     325.4375025],[0.07053368 4.41956419],[  5.    306.185],[  6.    327.767],"[10, 8, 3, 60, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 47, 39, 20, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 27, 22, 21, 25, 50, 52, 41, 58, 19, 6, 53, 9, 11, 55, 7, 62, 13, 57, 65, 17, 61, 56, 67, 14, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 38, 12, 66]","(5.0, 306.18500000000006)"
29,330,[  5.01    323.48399],[0.09949874 5.44052119],[  5.    306.185],[  6.    327.481],"[10, 8, 3, 60, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 47, 39, 20, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 27, 22, 21, 25, 50, 52, 41, 58, 19, 6, 53, 9, 11, 55, 7, 62, 13, 57, 65, 17, 61, 56, 67, 14, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 38, 12, 66]","(5.0, 306.18500000000006)"
30,322,[  5.0175  320.33883],[0.13112494 6.16157638],[  5.    305.695],[  6.    326.258],"[10, 8, 3, 60, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 47, 39, 20, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 27, 22, 21, 25, 50, 52, 41, 58, 19, 6, 53, 9, 11, 55, 7, 62, 13, 57, 65, 17, 61, 56, 67, 14, 16, 5, 45, 38, 34, 35, 44, 29, 26, 32, 1, 49, 30, 54, 12, 66]","(5.0, 305.69500000000005)"
31,334,[  5.0225    316.3651675],[0.1483029  6.07792804],[  5.    294.059],[  6.    323.526],"[10, 8, 17, 60, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 47, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 58, 22, 21, 25, 50, 52, 41, 27, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 14, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 12, 66]","(5.0, 294.05899999999997)"
32,342,[  5.0175    312.2516475],[0.13112494 4.81751375],[  5.    294.059],[  6.    320.815],"[10, 8, 17, 60, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 47, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 58, 22, 21, 25, 50, 52, 41, 27, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 14, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 12, 66]","(5.0, 294.05899999999997)"
33,350,[  5.0025  308.71201],[0.04993746 2.18660411],[  5.    294.059],[  6.    312.478],"[10, 8, 17, 60, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 47, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 58, 22, 21, 25, 50, 52, 41, 27, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 14, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 12, 66]","(5.0, 294.05899999999997)"
34,322,[  5.0075  307.60457],[0.08627717 2.70882521],[  5.    292.592],[  6.    309.248],"[10, 8, 17, 60, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 41, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 58, 22, 21, 25, 50, 52, 47, 27, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 14, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 12, 66]","(5.0, 292.592)"
35,330,[  5.0125    306.5109025],[0.11110243 3.11185599],[  5.    292.592],[  6.    309.247],"[10, 8, 17, 60, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 41, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 58, 22, 21, 25, 50, 52, 47, 27, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 14, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 12, 66]","(5.0, 292.592)"
36,332,[  5.015     305.1249075],[0.12155246 3.66984213],[  5.    292.231],[  6.    307.799],"[10, 8, 17, 60, 43, 33, 37, 26, 40, 36, 42, 28, 59, 2, 20, 39, 41, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 58, 22, 21, 25, 50, 52, 47, 27, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 14, 16, 5, 45, 54, 34, 35, 29, 44, 24, 32, 1, 49, 30, 9, 12, 66]","(5.0, 292.231)"
37,350,[  5.0025    303.5219225],[0.04993746 4.4213052 ],[  5.    290.212],[  6.    306.716],"[10, 12, 17, 60, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 41, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 58, 22, 21, 25, 50, 52, 47, 27, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 14, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 8, 66]","(5.0, 290.212)"
38,338,[  5.        301.4227525],[0.         4.92348063],[  5.    287.394],[  5.    306.185],"[10, 8, 17, 60, 24, 33, 37, 43, 40, 36, 42, 28, 59, 2, 20, 39, 41, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 58, 22, 21, 25, 50, 52, 47, 27, 1, 6, 53, 38, 11, 55, 7, 62, 67, 57, 65, 3, 61, 56, 13, 14, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 19, 49, 30, 9, 12, 66]","(5.0, 287.394)"
39,336,[  5.       298.222515],[0.         4.87820795],[  5.    287.394],[  5.    304.135],"[10, 8, 17, 60, 24, 33, 37, 43, 40, 36, 42, 28, 59, 2, 20, 39, 41, 31, 46, 48, 51, 23, 4, 18, 64, 15, 63, 68, 58, 22, 21, 25, 50, 52, 47, 27, 1, 6, 53, 38, 11, 55, 7, 62, 67, 57, 65, 3, 61, 56, 13, 14, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 19, 49, 30, 9, 12, 66]","(5.0, 287.394)"
40,364,[  5.       294.864315],[0.         3.26597442],[  5.    286.952],[  5.    302.316],"[10, 8, 17, 60, 27, 33, 37, 24, 40, 36, 42, 45, 59, 2, 20, 39, 47, 31, 46, 48, 51, 23, 4, 18, 64, 15, 3, 68, 58, 22, 21, 25, 50, 52, 41, 43, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 63, 61, 56, 67, 14, 16, 5, 28, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 12, 66]","(5.0, 286.952)"
41,338,[  5.      292.66022],[0.         1.49189925],[  5.    284.891],[  5.    294.059],"[10, 8, 9, 60, 4, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 47, 31, 46, 48, 51, 23, 43, 64, 14, 15, 63, 68, 58, 22, 21, 25, 50, 52, 41, 27, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 18, 16, 5, 45, 54, 34, 35, 32, 29, 26, 44, 1, 49, 30, 17, 12, 66]","(5.0, 284.891)"
42,346,[  5.        291.6918675],[0.         1.59109795],[  5.    284.612],[  5.    293.383],"[10, 8, 9, 60, 4, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 47, 31, 51, 48, 46, 23, 43, 64, 14, 15, 63, 68, 58, 22, 21, 25, 50, 52, 41, 27, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 18, 16, 5, 45, 54, 34, 35, 32, 29, 26, 44, 1, 49, 30, 17, 12, 66]","(5.0, 284.612)"
43,352,[  5.       290.838475],[0.         1.85801913],[  5.    284.612],[  5.    292.549],"[10, 8, 9, 60, 4, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 47, 31, 51, 48, 46, 23, 43, 64, 14, 15, 63, 68, 58, 22, 21, 25, 50, 52, 41, 27, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 18, 16, 5, 45, 54, 34, 35, 32, 29, 26, 44, 1, 49, 30, 17, 12, 66]","(5.0, 284.612)"
44,342,[  5.       289.865295],[0.         1.93645793],[  5.    284.612],[  5.    291.988],"[10, 8, 9, 60, 4, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 47, 31, 51, 48, 46, 23, 43, 64, 14, 15, 63, 68, 58, 22, 21, 25, 50, 52, 41, 27, 19, 6, 53, 38, 11, 55, 7, 62, 13, 57, 65, 3, 61, 56, 67, 18, 16, 5, 45, 54, 34, 35, 32, 29, 26, 44, 1, 49, 30, 17, 12, 66]","(5.0, 284.612)"
45,322,[  5.        288.4917925],[0.        1.8685551],[  5.    276.331],[  5.    290.935],"[10, 8, 14, 60, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 41, 44, 46, 48, 51, 9, 4, 18, 64, 61, 63, 68, 58, 22, 50, 25, 21, 52, 47, 27, 19, 6, 53, 38, 11, 55, 7, 62, 16, 57, 65, 3, 15, 56, 67, 17, 13, 5, 45, 54, 34, 35, 31, 29, 26, 32, 1, 49, 30, 23, 12, 66]","(5.0, 276.331)"
46,366,[  5.        287.5478325],[0.         1.50882654],[  5.    276.331],[  5.    289.897],"[10, 8, 14, 60, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 41, 44, 46, 48, 51, 9, 4, 18, 64, 61, 63, 68, 58, 22, 50, 25, 21, 52, 47, 27, 19, 6, 53, 38, 11, 55, 7, 62, 16, 57, 65, 3, 15, 56, 67, 17, 13, 5, 45, 54, 34, 35, 31, 29, 26, 32, 1, 49, 30, 23, 12, 66]","(5.0, 276.331)"
47,338,[  5.        286.5997675],[0.         1.38768033],[  5.    274.289],[  5.    287.993],"[10, 8, 14, 60, 43, 26, 37, 24, 40, 34, 42, 28, 59, 2, 20, 39, 41, 44, 46, 48, 51, 62, 4, 18, 64, 61, 63, 68, 58, 22, 50, 25, 21, 52, 47, 27, 19, 6, 53, 38, 11, 55, 7, 9, 16, 57, 65, 3, 15, 56, 67, 17, 13, 5, 45, 54, 36, 35, 31, 29, 33, 32, 1, 49, 30, 23, 12, 66]","(5.0, 274.28900000000004)"
48,356,[  5.        285.9122325],[0.         1.86997495],[  5.    271.049],[  5.    287.394],"[10, 8, 14, 4, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 41, 31, 46, 48, 51, 23, 60, 18, 64, 61, 63, 68, 58, 22, 21, 25, 50, 52, 47, 27, 19, 6, 53, 38, 11, 55, 12, 62, 13, 57, 65, 3, 15, 56, 67, 17, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 7, 66]","(5.0, 271.04900000000004)"
49,352,[  5.      285.19471],[0.         2.04122507],[  5.    271.049],[  5.    286.809],"[10, 8, 14, 4, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 41, 31, 46, 48, 51, 23, 60, 18, 64, 61, 63, 68, 58, 22, 21, 25, 50, 52, 47, 27, 19, 6, 53, 38, 11, 55, 12, 62, 13, 57, 65, 3, 15, 56, 67, 17, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 7, 66]","(5.0, 271.04900000000004)"
50,324,[  5.      284.20857],[0.         2.29094203],[  5.    271.049],[  5.    286.149],"[10, 8, 14, 4, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 41, 31, 46, 48, 51, 23, 60, 18, 64, 61, 63, 68, 58, 22, 21, 25, 50, 52, 47, 27, 19, 6, 53, 38, 11, 55, 12, 62, 13, 57, 65, 3, 15, 56, 67, 17, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 7, 66]","(5.0, 271.04900000000004)"
51,338,[  5.       283.450505],[0.         2.61930201],[  5.    271.049],[  5.    284.891],"[10, 8, 14, 4, 43, 33, 37, 24, 40, 36, 42, 28, 59, 2, 20, 39, 41, 31, 46, 48, 51, 23, 60, 18, 64, 61, 63, 68, 58, 22, 21, 25, 50, 52, 47, 27, 19, 6, 53, 38, 11, 55, 12, 62, 13, 57, 65, 3, 15, 56, 67, 17, 16, 5, 45, 54, 34, 35, 44, 29, 26, 32, 1, 49, 30, 9, 7, 66]","(5.0, 271.04900000000004)"
