Generation,evals,avg,std,min,max,best_one,fitness_best_one
10,344,[  5.0075  410.37028],[0.08627717 8.30383768],[  5.    379.347],[  6.    420.618],"[61, 23, 29, 19, 38, 6, 59, 57, 7, 36, 37, 66, 3, 5, 11, 15, 9, 35, 33, 51, 27, 43, 40, 32, 53, 39, 41, 1, 50, 14, 22, 31, 25, 28, 49, 45, 26, 42, 24, 20, 8, 10, 16, 54, 47, 46, 21, 44, 13, 34, 17, 56, 60, 48, 68, 63, 4, 52, 65, 62, 64, 12, 58, 67, 2, 18, 30, 55]","(5.0, 379.347)"
11,364,[  5.0025 403.7284],[0.04993746 8.50791959],[  5.    378.087],[  6.    414.459],"[61, 23, 24, 19, 38, 6, 64, 57, 7, 36, 37, 66, 3, 5, 11, 15, 35, 52, 33, 51, 13, 43, 60, 32, 53, 39, 41, 1, 50, 14, 22, 31, 25, 28, 49, 45, 26, 42, 29, 20, 8, 10, 16, 54, 47, 46, 21, 44, 27, 34, 17, 56, 40, 48, 68, 63, 4, 9, 65, 62, 59, 12, 58, 67, 2, 18, 30, 55]","(5.0, 378.08700000000005)"
12,328,[  5.01    396.57499],[0.09949874 7.08088821],[  5.    371.943],[  6.    404.664],"[31, 16, 58, 15, 2, 60, 4, 11, 17, 64, 57, 35, 6, 38, 65, 27, 37, 40, 32, 39, 34, 50, 30, 14, 5, 67, 9, 7, 24, 54, 68, 36, 51, 43, 22, 44, 23, 52, 33, 19, 21, 55, 46, 45, 28, 3, 66, 62, 1, 20, 26, 41, 29, 59, 61, 63, 48, 18, 8, 10, 56, 25, 53, 42, 47, 49, 12, 13]","(5.0, 371.943)"
13,320,[  5.005     391.2095925],[0.07053368 7.43864423],[  5.    361.395],[  6.    399.281],"[61, 26, 42, 19, 38, 6, 59, 57, 7, 36, 51, 5, 3, 66, 11, 15, 44, 30, 33, 37, 27, 43, 60, 32, 53, 39, 41, 1, 50, 14, 22, 31, 25, 46, 49, 45, 23, 29, 24, 20, 8, 10, 16, 54, 47, 28, 21, 35, 13, 34, 17, 52, 40, 48, 68, 63, 4, 56, 65, 62, 64, 12, 58, 67, 2, 18, 9, 55]","(5.0, 361.395)"
14,354,[  5.0075  385.03935],[0.08627717 6.04929278],[  5.    357.586],[  6.    394.109],"[61, 13, 29, 19, 38, 6, 59, 57, 7, 36, 37, 50, 43, 66, 11, 15, 35, 30, 33, 51, 27, 3, 60, 32, 53, 39, 41, 1, 5, 14, 22, 31, 25, 46, 45, 49, 26, 23, 24, 20, 8, 10, 16, 54, 47, 28, 21, 44, 42, 34, 17, 56, 40, 48, 68, 63, 4, 52, 65, 62, 64, 12, 58, 67, 2, 18, 9, 55]","(5.0, 357.586)"
15,328,[  5.0025  380.01204],[0.04993746 5.13036681],[  5.    354.639],[  6.    386.683],"[61, 13, 29, 19, 38, 6, 59, 2, 7, 36, 37, 50, 43, 66, 11, 15, 35, 30, 33, 40, 27, 3, 60, 32, 53, 39, 41, 1, 5, 14, 47, 31, 25, 46, 45, 49, 26, 23, 24, 20, 8, 10, 16, 54, 22, 28, 21, 44, 42, 34, 17, 56, 51, 48, 68, 63, 4, 52, 65, 62, 64, 12, 58, 67, 57, 18, 9, 55]","(5.0, 354.639)"
16,326,[  5.005     376.2767225],[0.07053368 5.34892879],[  5.    354.156],[  6.    381.085],"[61, 13, 29, 19, 38, 6, 59, 7, 2, 36, 37, 50, 43, 66, 11, 15, 35, 30, 33, 40, 27, 3, 60, 32, 53, 39, 41, 1, 5, 14, 47, 31, 25, 46, 45, 49, 26, 23, 24, 20, 8, 10, 16, 54, 22, 28, 21, 44, 42, 34, 17, 56, 51, 48, 68, 63, 4, 52, 65, 62, 64, 12, 58, 67, 57, 18, 9, 55]","(5.0, 354.156)"
17,358,[  5.0125    372.8062175],[0.11110243 6.45443618],[  5.    346.684],[  6.   379.04],"[64, 15, 35, 40, 1, 36, 58, 60, 12, 65, 3, 30, 41, 24, 14, 68, 67, 2, 61, 63, 16, 9, 51, 29, 48, 13, 57, 17, 4, 55, 20, 25, 32, 47, 19, 38, 37, 21, 43, 44, 45, 56, 34, 18, 59, 11, 62, 49, 39, 42, 46, 28, 10, 66, 5, 8, 22, 52, 31, 27, 53, 50, 26, 6, 23, 33, 54, 7]","(5.0, 346.68399999999997)"
18,320,[  5.015   367.30998],[0.12155246 6.22541157],[  5.    344.637],[  6.    374.844],"[61, 23, 29, 50, 38, 6, 59, 57, 7, 36, 37, 66, 60, 5, 11, 15, 35, 30, 33, 51, 47, 43, 52, 32, 53, 39, 41, 1, 19, 14, 22, 31, 25, 46, 49, 45, 26, 42, 27, 20, 8, 10, 16, 54, 24, 28, 21, 44, 13, 34, 17, 56, 40, 48, 68, 63, 4, 3, 65, 62, 64, 12, 58, 67, 2, 18, 9, 55]","(5.0, 344.637)"
19,336,[  5.0025    362.0080675],[0.04993746 5.13497704],[  5.    342.553],[  6.    369.934],"[61, 13, 29, 19, 38, 6, 59, 57, 7, 36, 37, 50, 43, 66, 11, 15, 35, 30, 33, 51, 27, 3, 60, 32, 53, 39, 31, 1, 5, 14, 22, 41, 25, 46, 45, 49, 26, 23, 24, 20, 8, 10, 16, 54, 47, 28, 21, 44, 42, 34, 17, 52, 40, 48, 68, 63, 4, 56, 65, 62, 64, 12, 58, 67, 2, 18, 9, 55]","(5.0, 342.553)"
20,346,[  5.      357.72476],[0.         3.72060476],[  5.    341.662],[  5.    362.253],"[61, 13, 29, 19, 38, 6, 59, 57, 7, 36, 37, 50, 43, 66, 11, 15, 35, 30, 42, 51, 27, 3, 60, 32, 53, 39, 31, 1, 5, 14, 22, 41, 25, 46, 45, 49, 26, 23, 24, 20, 8, 10, 16, 54, 47, 28, 21, 44, 33, 34, 17, 52, 40, 48, 68, 63, 4, 56, 65, 62, 64, 12, 58, 67, 2, 18, 9, 55]","(5.0, 341.66200000000003)"
21,330,[  5.        355.1264725],[0.         3.50818495],[  5.    338.768],[  5.   358.13],"[61, 36, 24, 19, 38, 13, 64, 57, 7, 23, 37, 66, 3, 5, 2, 15, 35, 52, 33, 51, 6, 54, 30, 32, 53, 39, 41, 1, 58, 14, 22, 31, 25, 28, 49, 21, 26, 42, 29, 20, 8, 10, 16, 43, 47, 46, 45, 44, 27, 34, 17, 56, 40, 48, 68, 63, 4, 9, 65, 62, 59, 12, 50, 67, 11, 18, 60, 55]","(5.0, 338.768)"
22,330,[  5.       353.044585],[0.         4.13644316],[  5.   337.76],[  5.    356.459],"[61, 13, 29, 19, 32, 6, 59, 2, 7, 36, 37, 50, 43, 66, 11, 15, 35, 30, 33, 40, 27, 3, 60, 38, 53, 39, 41, 1, 5, 14, 47, 31, 25, 46, 45, 49, 26, 23, 24, 20, 8, 10, 52, 54, 22, 28, 21, 44, 42, 34, 17, 56, 51, 48, 68, 63, 4, 16, 65, 62, 64, 12, 58, 67, 57, 18, 9, 55]","(5.0, 337.75999999999993)"
23,338,[  5.0025  350.42453],[0.04993746 4.84877446],[  5.    327.347],[  6.    354.693],"[61, 23, 29, 50, 38, 6, 59, 57, 7, 45, 13, 66, 60, 5, 11, 17, 35, 30, 33, 51, 47, 43, 52, 32, 53, 39, 41, 1, 19, 14, 22, 31, 25, 46, 49, 36, 26, 42, 27, 20, 8, 10, 16, 54, 24, 28, 21, 44, 37, 34, 15, 56, 40, 48, 68, 63, 4, 3, 65, 62, 64, 12, 58, 67, 2, 18, 9, 55]","(5.0, 327.34700000000004)"
24,350,[  5.005     347.1925575],[0.07053368 4.99946513],[  5.    325.989],[  6.    353.808],"[61, 13, 29, 19, 38, 6, 59, 57, 7, 36, 37, 50, 43, 66, 11, 15, 35, 30, 42, 51, 27, 3, 60, 32, 53, 39, 31, 1, 5, 14, 22, 41, 25, 46, 45, 49, 26, 23, 24, 20, 8, 10, 16, 17, 47, 28, 21, 44, 33, 34, 54, 52, 40, 48, 68, 63, 4, 56, 65, 62, 64, 12, 58, 67, 2, 18, 9, 55]","(5.0, 325.98900000000003)"
25,346,[  5.0025   343.276415],[0.04993746 3.50389019],[  5.    325.296],[  6.    349.392],"[61, 13, 29, 19, 38, 6, 59, 57, 7, 36, 37, 50, 43, 66, 11, 15, 35, 30, 42, 51, 27, 3, 60, 32, 53, 39, 31, 1, 5, 14, 22, 41, 25, 46, 45, 49, 26, 23, 24, 20, 8, 10, 16, 17, 47, 28, 21, 44, 33, 34, 54, 52, 40, 48, 68, 63, 4, 55, 65, 62, 64, 12, 58, 67, 2, 18, 9, 56]","(5.0, 325.296)"
26,350,[  5.       340.846925],[0.         3.58679381],[  5.    322.872],[  5.    343.995],"[61, 36, 24, 19, 38, 15, 64, 57, 7, 23, 37, 50, 3, 5, 2, 13, 35, 52, 33, 47, 6, 43, 30, 32, 53, 39, 41, 1, 58, 14, 22, 31, 25, 28, 49, 21, 26, 42, 29, 20, 8, 10, 16, 54, 51, 46, 45, 44, 27, 34, 17, 56, 40, 48, 68, 63, 4, 9, 65, 62, 59, 12, 66, 67, 11, 18, 60, 55]","(5.0, 322.872)"
27,330,[  5.      338.67733],[0.         4.09330249],[  5.    322.872],[  5.    342.286],"[61, 36, 24, 19, 38, 15, 64, 57, 7, 23, 37, 50, 3, 5, 2, 13, 35, 52, 33, 47, 6, 43, 30, 32, 53, 39, 41, 1, 58, 14, 22, 31, 25, 28, 49, 21, 26, 42, 29, 20, 8, 10, 16, 54, 51, 46, 45, 44, 27, 34, 17, 56, 40, 48, 68, 63, 4, 9, 65, 62, 59, 12, 66, 67, 11, 18, 60, 55]","(5.0, 322.872)"
28,338,[  5.        336.3344525],[0.         4.73310558],[  5.    320.998],[  5.    340.335],"[61, 36, 24, 19, 38, 13, 64, 57, 7, 23, 37, 66, 3, 5, 2, 17, 35, 52, 21, 51, 6, 43, 30, 32, 53, 39, 41, 1, 58, 14, 22, 31, 25, 28, 49, 33, 26, 42, 29, 20, 8, 10, 48, 54, 47, 46, 45, 44, 27, 34, 15, 56, 12, 16, 68, 63, 4, 9, 65, 62, 59, 40, 50, 67, 11, 18, 60, 55]","(5.0, 320.998)"
29,326,[  5.        333.3034925],[0.         5.32308757],[  5.    320.998],[  5.    338.768],"[61, 36, 24, 19, 38, 13, 64, 57, 7, 23, 37, 66, 3, 5, 2, 17, 35, 52, 21, 51, 6, 43, 30, 32, 53, 39, 41, 1, 58, 14, 22, 31, 25, 28, 49, 33, 26, 42, 29, 20, 8, 10, 48, 54, 47, 46, 45, 44, 27, 34, 15, 56, 12, 16, 68, 63, 4, 9, 65, 62, 59, 40, 50, 67, 11, 18, 60, 55]","(5.0, 320.998)"
30,344,[  5.        328.9983825],[0.         4.41128408],[  5.    320.028],[  5.    337.195],"[61, 13, 29, 19, 38, 6, 59, 57, 7, 36, 37, 50, 43, 66, 11, 15, 35, 30, 27, 51, 5, 3, 60, 32, 42, 39, 31, 1, 53, 14, 22, 41, 25, 46, 45, 49, 26, 23, 24, 33, 8, 10, 16, 17, 47, 28, 21, 44, 20, 34, 54, 52, 40, 48, 68, 63, 4, 56, 65, 62, 64, 12, 58, 67, 2, 18, 9, 55]","(5.0, 320.02799999999996)"
31,334,[  5.        325.6846475],[0.         1.80982356],[  5.    316.194],[  5.    327.917],"[61, 13, 29, 19, 38, 6, 59, 57, 18, 36, 37, 50, 43, 66, 11, 15, 35, 30, 53, 51, 5, 3, 60, 32, 42, 39, 31, 1, 27, 14, 22, 41, 25, 46, 45, 49, 26, 23, 24, 33, 8, 10, 16, 17, 47, 28, 21, 44, 20, 34, 54, 52, 40, 48, 68, 63, 4, 56, 65, 62, 64, 12, 58, 67, 2, 7, 9, 55]","(5.0, 316.19399999999996)"
32,320,[  5.        324.3951825],[0.         1.69432497],[  5.    316.194],[  5.   326.47],"[61, 13, 29, 19, 38, 6, 59, 57, 18, 36, 37, 50, 43, 66, 11, 15, 35, 30, 53, 51, 5, 3, 60, 32, 42, 39, 31, 1, 27, 14, 22, 41, 25, 46, 45, 49, 26, 23, 24, 33, 8, 10, 16, 17, 47, 28, 21, 44, 20, 34, 54, 52, 40, 48, 68, 63, 4, 56, 65, 62, 64, 12, 58, 67, 2, 7, 9, 55]","(5.0, 316.19399999999996)"
33,326,[  5.        323.0645925],[0.         1.65054471],[  5.    312.682],[  5.    325.233],"[4, 36, 24, 19, 38, 15, 64, 57, 7, 23, 37, 50, 3, 5, 2, 13, 35, 52, 33, 47, 6, 43, 30, 32, 53, 39, 41, 1, 58, 14, 22, 31, 25, 28, 49, 21, 26, 42, 29, 20, 8, 10, 16, 54, 51, 46, 45, 44, 27, 34, 17, 56, 40, 48, 68, 63, 61, 9, 65, 62, 59, 12, 66, 67, 11, 18, 60, 55]","(5.0, 312.682)"
34,348,[  5.       322.046275],[0.         1.46114891],[  5.    312.682],[  5.    324.081],"[4, 36, 24, 19, 38, 15, 64, 57, 7, 23, 37, 50, 3, 5, 2, 13, 35, 52, 33, 47, 6, 43, 30, 32, 53, 39, 41, 1, 58, 14, 22, 31, 25, 28, 49, 21, 26, 42, 29, 20, 8, 10, 16, 54, 51, 46, 45, 44, 27, 34, 17, 56, 40, 48, 68, 63, 61, 9, 65, 62, 59, 12, 66, 67, 11, 18, 60, 55]","(5.0, 312.682)"
35,352,[  5.        321.1411325],[0.         1.75153609],[  5.    303.665],[  5.    322.731],"[61, 23, 30, 50, 38, 6, 59, 7, 12, 15, 13, 66, 60, 5, 11, 17, 39, 29, 33, 51, 47, 43, 36, 32, 53, 35, 41, 1, 19, 14, 22, 31, 25, 46, 49, 52, 26, 42, 27, 20, 8, 10, 16, 54, 24, 28, 21, 44, 37, 34, 45, 56, 40, 48, 68, 63, 4, 3, 65, 62, 64, 57, 58, 67, 2, 18, 9, 55]","(5.0, 303.665)"
36,348,[  5.        320.2007975],[0.         2.14436488],[  5.    303.665],[  5.  321.7],"[61, 23, 30, 50, 38, 6, 59, 7, 12, 15, 13, 66, 60, 5, 11, 17, 39, 29, 33, 51, 47, 43, 36, 32, 53, 35, 41, 1, 19, 14, 22, 31, 25, 46, 49, 52, 26, 42, 27, 20, 8, 10, 16, 54, 24, 28, 21, 44, 37, 34, 45, 56, 40, 48, 68, 63, 4, 3, 65, 62, 64, 57, 58, 67, 2, 18, 9, 55]","(5.0, 303.665)"
37,336,[  5.        319.2101025],[0.         2.72395401],[  5.    303.665],[  5.    320.998],"[61, 23, 30, 50, 38, 6, 59, 7, 12, 15, 13, 66, 60, 5, 11, 17, 39, 29, 33, 51, 47, 43, 36, 32, 53, 35, 41, 1, 19, 14, 22, 31, 25, 46, 49, 52, 26, 42, 27, 20, 8, 10, 16, 54, 24, 28, 21, 44, 37, 34, 45, 56, 40, 48, 68, 63, 4, 3, 65, 62, 64, 57, 58, 67, 2, 18, 9, 55]","(5.0, 303.665)"
38,352,[  5.      318.02702],[0.         3.27882381],[  5.    299.587],[  5.    320.632],"[61, 36, 24, 19, 39, 50, 64, 57, 7, 23, 26, 66, 3, 5, 2, 17, 35, 52, 43, 51, 20, 21, 30, 1, 32, 38, 41, 53, 58, 45, 25, 31, 22, 28, 49, 33, 37, 42, 29, 6, 8, 10, 48, 54, 47, 46, 40, 44, 27, 34, 15, 56, 12, 16, 68, 63, 4, 9, 65, 62, 59, 14, 13, 67, 11, 18, 60, 55]","(5.0, 299.587)"
39,336,[  5.       316.178275],[0.         3.70500796],[  5.    299.587],[  5.    319.649],"[61, 36, 24, 19, 39, 50, 64, 57, 7, 23, 26, 66, 3, 5, 2, 17, 35, 52, 43, 51, 20, 21, 30, 1, 32, 38, 41, 53, 58, 45, 25, 31, 22, 28, 49, 33, 37, 42, 29, 6, 8, 10, 48, 54, 47, 46, 40, 44, 27, 34, 15, 56, 12, 16, 68, 63, 4, 9, 65, 62, 59, 14, 13, 67, 11, 18, 60, 55]","(5.0, 299.587)"
40,336,[  5.        314.0849875],[0.         4.16115293],[  5.    290.102],[  5.    317.858],"[61, 23, 47, 50, 38, 6, 59, 57, 7, 15, 13, 66, 60, 5, 11, 17, 39, 29, 33, 51, 30, 43, 36, 52, 53, 35, 41, 1, 19, 14, 22, 31, 25, 46, 49, 32, 26, 42, 27, 56, 8, 10, 16, 54, 24, 28, 21, 44, 37, 34, 45, 20, 40, 48, 68, 63, 4, 3, 65, 62, 64, 12, 58, 67, 2, 18, 9, 55]","(5.0, 290.10200000000003)"
41,336,[  5.     311.5428],[0.         4.38069996],[  5.    290.102],[  5.    316.194],"[61, 23, 47, 50, 38, 6, 59, 57, 7, 15, 13, 66, 60, 5, 11, 17, 39, 29, 33, 51, 30, 43, 36, 52, 53, 35, 41, 1, 19, 14, 22, 31, 25, 46, 49, 32, 26, 42, 27, 56, 8, 10, 16, 54, 24, 28, 21, 44, 37, 34, 45, 20, 40, 48, 68, 63, 4, 3, 65, 62, 64, 12, 58, 67, 2, 18, 9, 55]","(5.0, 290.10200000000003)"
42,350,[  5.       309.181095],[0.         4.00947248],[  5.    289.591],[  5.   314.02],"[61, 23, 47, 50, 38, 6, 59, 57, 7, 15, 13, 66, 60, 5, 11, 17, 39, 29, 33, 51, 30, 43, 36, 44, 53, 35, 41, 1, 19, 14, 22, 31, 25, 46, 49, 32, 26, 42, 27, 56, 8, 10, 16, 54, 24, 28, 21, 52, 37, 34, 45, 20, 40, 48, 68, 63, 4, 3, 65, 62, 64, 12, 58, 67, 2, 18, 9, 55]","(5.0, 289.591)"
43,332,[  5.        306.3552525],[0.         3.92006824],[  5.    288.077],[  5.    311.266],"[61, 23, 30, 50, 38, 6, 59, 7, 12, 18, 13, 66, 60, 5, 11, 17, 39, 29, 33, 51, 47, 43, 36, 32, 53, 35, 41, 1, 19, 14, 22, 31, 25, 46, 49, 52, 26, 42, 40, 20, 8, 10, 16, 54, 24, 28, 21, 44, 37, 34, 45, 48, 27, 56, 68, 63, 4, 3, 65, 62, 64, 57, 58, 67, 2, 15, 9, 55]","(5.0, 288.077)"
44,342,[  5.        303.7486225],[0.         3.76502148],[  5.    288.077],[  5.    308.026],"[61, 23, 30, 50, 38, 6, 59, 7, 12, 18, 13, 66, 60, 5, 11, 17, 39, 29, 33, 51, 47, 43, 36, 32, 53, 35, 41, 1, 19, 14, 22, 31, 25, 46, 49, 52, 26, 42, 40, 20, 8, 10, 16, 54, 24, 28, 21, 44, 37, 34, 45, 48, 27, 56, 68, 63, 4, 3, 65, 62, 64, 57, 58, 67, 2, 15, 9, 55]","(5.0, 288.077)"
45,342,[  5.        301.5098575],[0.         3.75530587],[  5.    286.098],[  5.    304.857],"[55, 23, 30, 50, 38, 6, 59, 7, 12, 18, 13, 66, 60, 5, 11, 17, 39, 29, 33, 51, 47, 43, 36, 32, 53, 35, 41, 1, 19, 14, 22, 31, 25, 46, 49, 52, 26, 42, 40, 20, 8, 10, 16, 54, 24, 28, 21, 44, 37, 34, 45, 48, 27, 56, 68, 63, 4, 3, 65, 62, 64, 57, 58, 67, 2, 15, 9, 61]","(5.0, 286.098)"
46,346,[  5.      299.72388],[0.       4.196685],[  5.    286.098],[  5.    303.616],"[55, 23, 30, 50, 38, 6, 59, 7, 12, 18, 13, 66, 60, 5, 11, 17, 39, 29, 33, 51, 47, 43, 36, 32, 53, 35, 41, 1, 19, 14, 22, 31, 25, 46, 49, 52, 26, 42, 40, 20, 8, 10, 16, 54, 24, 28, 21, 44, 37, 34, 45, 48, 27, 56, 68, 63, 4, 3, 65, 62, 64, 57, 58, 67, 2, 15, 9, 61]","(5.0, 286.098)"
47,350,[  5.       297.239105],[0.         4.44102587],[  5.    284.678],[  5.   301.73],"[61, 23, 47, 50, 38, 6, 59, 57, 7, 15, 13, 66, 60, 5, 11, 17, 39, 29, 33, 51, 30, 43, 36, 1, 53, 35, 41, 44, 19, 14, 22, 31, 25, 46, 49, 32, 26, 42, 27, 56, 8, 10, 16, 54, 24, 28, 21, 52, 37, 34, 45, 20, 40, 48, 68, 63, 4, 3, 65, 62, 64, 12, 58, 67, 2, 18, 9, 55]","(5.0, 284.678)"
48,340,[  5.      294.57443],[0.         4.53123761],[  5.    284.678],[  5.    299.587],"[61, 23, 47, 50, 38, 6, 59, 57, 7, 15, 13, 66, 60, 5, 11, 17, 39, 29, 33, 51, 30, 43, 36, 1, 53, 35, 41, 44, 19, 14, 22, 31, 25, 46, 49, 32, 26, 42, 27, 56, 8, 10, 16, 54, 24, 28, 21, 52, 37, 34, 45, 20, 40, 48, 68, 63, 4, 3, 65, 62, 64, 12, 58, 67, 2, 18, 9, 55]","(5.0, 284.678)"
49,344,[  5.      291.28096],[0.         3.12224678],[  5.    284.678],[  5.    298.091],"[61, 23, 47, 50, 38, 6, 59, 57, 7, 15, 13, 66, 60, 5, 11, 17, 39, 29, 33, 51, 30, 43, 36, 1, 53, 35, 41, 44, 19, 14, 22, 31, 25, 46, 49, 32, 26, 42, 27, 56, 8, 10, 16, 54, 24, 28, 21, 52, 37, 34, 45, 20, 40, 48, 68, 63, 4, 3, 65, 62, 64, 12, 58, 67, 2, 18, 9, 55]","(5.0, 284.678)"
50,324,[  5.        289.0223775],[0.         1.14111502],[  5.    284.048],[  5.    290.365],"[61, 23, 47, 24, 1, 6, 2, 8, 7, 15, 13, 66, 60, 5, 11, 19, 39, 29, 33, 51, 30, 43, 36, 44, 53, 35, 41, 38, 17, 14, 22, 31, 25, 46, 49, 32, 26, 42, 27, 56, 57, 10, 16, 54, 50, 28, 21, 52, 37, 34, 45, 20, 40, 48, 68, 63, 4, 3, 65, 62, 55, 12, 58, 67, 59, 18, 9, 64]","(5.0, 284.048)"
51,342,[  5.        288.3238675],[0.         1.25128719],[  5.    284.048],[  5.    289.591],"[61, 23, 47, 24, 1, 6, 2, 8, 7, 15, 13, 66, 60, 5, 11, 19, 39, 29, 33, 51, 30, 43, 36, 44, 53, 35, 41, 38, 17, 14, 22, 31, 25, 46, 49, 32, 26, 42, 27, 56, 57, 10, 16, 54, 50, 28, 21, 52, 37, 34, 45, 20, 40, 48, 68, 63, 4, 3, 65, 62, 55, 12, 58, 67, 59, 18, 9, 64]","(5.0, 284.048)"
