address,activity_days,coordinates
"KOMPLEKS SAJIAN REJ-2 ARTILERI DIRAJA,JALAN HOSPITAL,TAMAN KEM MAHKOTA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0336711, 103.3167932"
"DEWAN MAKAN SELVARAJAH IKEM TD,JALAN HOSPITAL,TAMAN KEM MAHKOTA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0336711, 103.3167932"
"KELAB RENANG,JALAN HOSPITAL,TAMAN KEM MAHKOTA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0336711, 103.3167932"
"BLOK E1-E2, F1-F4 [FLAT RSAT],JALAN HOSPITAL,TAMAN KEM MAHKOTA, KLUANG JOHOR","Monday,Thursday","2.0336711, 103.3167932"
"BLOK A-F [FLAT 7 BRIGED],JALAN HOSPITAL,TAMAN KEM MAHKOTA, KLUANG JOHOR","Monday,Thursday","2.0336711, 103.3167932"
"BLOK G1-G20 [PANGSAPURI MAHKOTA],JALAN HOSPITAL,TAMAN KEM MAHKOTA, KLUANG JOHOR","Monday,Thursday","2.0336711, 103.3167932"
"MARKAS STESEN STAF,JALAN HOSPITAL,TAMAN KEM MAHKOTA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0336711, 103.3167932"
"BLOK KEDIAMAN PEGAWAI [PANGSAPURI MAHKOTA],JALAN HOSPITAL,TAMAN KEM MAHKOTA, KLUANG JOHOR","Monday,Thursday","2.0336711, 103.3167932"
"WISMA PERWIRA REJ-881 PUTD,JALAN HOSPITAL,TAMAN KEM MAHKOTA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0336711, 103.3167932"
"BLOK F1-F4 [FLAT PEGAWAI KEM MAHKOTA],JALAN HOSPITAL,TAMAN KEM MAHKOTA, KLUANG JOHOR","Monday,Thursday","2.0336711, 103.3167932"
"STOR SENJATA 8 SKUADRON RAJD,JALAN HOSPITAL,TAMAN KEM MAHKOTA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0826875, 103.3745625"
"KUARTERS WISMA PERWIRA REJ-881 PUTD,JALAN HOSPITAL,TAMAN KEM MAHKOTA, KLUANG JOHOR","Monday,Thursday","2.0336711, 103.3167932"
"REJIMEN 501 ASKAR WATANIAH,JALAN SENTOSA, PUSAT BANDAR, KLUANG JOHOR","Tuesday,Friday","2.0319514, 103.3135535"
"SM AGAMA KERAJAAN JOHOR,JALAN SENTOSA, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0319826, 103.3136197"
"PEJABAT PENDIDIKAN DAERAH  KLUANG,JALAN SENTOSA, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0296382, 103.3132324"
"JALAN BINJAI, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0681262, 103.3356272"
"JALAN DATO HJ HASSAN, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0327592, 103.3206694"
"JALAN DATO RAUF, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0334595, 103.321175"
"JALAN DATO TAN SENG LEONG, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0351052, 103.3206623"
"JALAN DATO TEOH SIEW KHOR, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0319958, 103.3196338"
"JALAN DUKU, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0378083, 103.3198773"
"JALAN DURIAN, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0378428, 103.3205009"
"BLOK G, H, I, J, K, L, M, N, P [FLAT HAJI MANAN],JALAN HAJI MANAN, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Thursday,Friday","2.0341206, 103.3198288"
"JALAN HAJI MANAN, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0400432, 103.3178678"
"SEKOLAH AGAMA BANDAR KLUANG,JALAN HOSPITAL, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.032696, 103.316882"
"ASRAMA KOLEJ JURURAWAT MASYARAKAT,JALAN HOSPITAL, PUSAT BANDAR, KLUANG JOHOR","Tuesday,Friday","2.0336711, 103.3167932"
"KUARTERS HOSPITAL KLUANG LAMA,JALAN HOSPITAL, PUSAT BANDAR, KLUANG JOHOR","Tuesday,Friday","2.0336711, 103.3167932"
"JALAN ISMAIL, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0277478, 103.3184679"
"JALAN DATO KAPTEN AHMAD, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","4.8899177, 114.9413043"
"JALAN LAMBAK, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0255071, 103.3208934"
"JALAN LANGSAT, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0361695, 103.4159713"
"JALAN MANGGIS, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0366449, 103.3202353"
"JALAN MATA KUCING, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0326173, 103.4205116"
"JALAN MD LAZIM SAIM, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0681262, 103.3356272"
"JALAN MERSING, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.1249467, 103.4194547"
"JALAN PERSIARAN, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0681262, 103.3356272"
"JALAN SEJAHTERA, PUSAT BANDAR, KLUANG JOHOR","Tuesday,Friday","2.0368105, 103.3135031"
"PEJABAT KEMAS,JALAN SEJAHTERA, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0370833, 103.315105"
"KUARTERS KERAJAAN,JALAN SEKOLAH, PUSAT BANDAR, KLUANG JOHOR","Tuesday,Friday","2.03101, 103.317456"
"KUARTERS LEMBAGA GETAH MALAYSIA,JALAN SEKOLAH, PUSAT BANDAR, KLUANG JOHOR","Tuesday,Friday","2.0277317, 103.3130836"
"LEMBAGA GETAH MALAYSIA,JALAN SEKOLAH, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0277317, 103.3130836"
"SK TENGKU MAHMOOD 1 / SK TENGKU MAHMOOD 2,JALAN SEKOLAH, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0286162, 103.3121317"
"SMK TINGGI KLUANG DAN ASRAMA,JALAN SEKOLAH, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0303548, 103.315607"
"SK PEREMPUAN BANDAR,JALAN SEKOLAH, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0284471, 103.3123043"
"PUSAT KEGIATAN GURU,JALAN SEKOLAH, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.03101, 103.317456"
"MASJID JAMEK KLUANG,JALAN SEKOLAH, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.02958, 103.315041"
"SK LELAKI BANDAR,JALAN SEKOLAH, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0285903, 103.3129552"
"JALAN SENTOL, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0356911, 103.3203826"
"JALAN STATION, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0317741, 103.3180836"
"JALAN SULTANAH, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0338783, 103.3202555"
"JALAN SYED HAMID SAGGAFT, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0681262, 103.3356272"
"JALAN TENGKU MAHKOTA ISMAIL, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0319306, 103.3188249"
"JALAN YAYASAN, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0329155, 103.3212752"
"LORONG 1, JALAN SEJAHTERA, PUSAT BANDAR, KLUANG JOHOR","Tuesday,Friday","2.0368105, 103.3135031"
"LORONG 2, JALAN SEJAHTERA, PUSAT BANDAR, KLUANG JOHOR","Tuesday,Friday","2.0370096, 103.3140185"
"LORONG 3, JALAN SEJAHTERA, PUSAT BANDAR, KLUANG JOHOR","Tuesday,Friday","2.0363437, 103.3122319"
"PERSIARAN DATO HAJI ISMAIL HASSAN, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0363829, 103.3215697"
"JALAN CIKU, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0328037, 103.4248957"
"JALAN PANGGUNG, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0296662, 103.3208789"
"JABATAN KEBAJIKAN MASYARAKAT,JALAN MENGKIBOL, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0254045, 103.3181083"
"JALAN SENTOL 1, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0362302, 103.3199968"
"GERAI MPK,LORONG PANGGUNG, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.026857, 103.3169823"
"GERAI MPK BENTENG,JALAN GERAI MPK, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.026857, 103.3169823"
"JALAN PERSIARAN YAYASAN, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0324438, 103.3217138"
"JALAN HASHIM, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","2.0265972, 103.3146561"
"JALAN PASAR LAMA, PUSAT BANDAR, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","1.9913077, 103.2550243"
"JALAN TASIK 1,PUSAT PERNIAGAAN TASIK, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0238801, 103.3126154"
"JALAN TASIK 2,PUSAT PERNIAGAAN TASIK, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0230978, 103.3126063"
"JALAN BERLIAN 8,TAMAN BERLIAN BIRU, KLUANG JOHOR","Monday,Thursday","2.017449, 103.2950959"
"JALAN BERLIAN 3,TAMAN BERLIAN BIRU, KLUANG JOHOR","Monday,Thursday","2.0174078, 103.2953585"
"JALAN BERLIAN 4,TAMAN BERLIAN BIRU, KLUANG JOHOR","Monday,Thursday","2.0184202, 103.2946665"
"SURAU AL-KHAIRIAH / BALAIRAYA,JALAN BERLIAN 4,TAMAN BERLIAN BIRU, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0190986, 103.2940347"
"JALAN BERLIAN 5,TAMAN BERLIAN BIRU, KLUANG JOHOR","Monday,Thursday","2.0176427, 103.2943114"
"JALAN BERLIAN 6,TAMAN BERLIAN BIRU, KLUANG JOHOR","Monday,Thursday","2.017449, 103.2950959"
"JALAN BERLIAN 7,TAMAN BERLIAN BIRU, KLUANG JOHOR","Monday,Thursday","2.017449, 103.2950959"
"JALAN BERLIAN 2,TAMAN BERLIAN BIRU, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0164762, 103.2943569"
"JALAN BERLIAN 1,TAMAN BERLIAN BIRU, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.018223, 103.295513"
"JALAN BERLIAN 9,TAMAN BERLIAN BIRU, KLUANG JOHOR","Monday,Thursday","2.0179176, 103.2936417"
"JALAN BERLIAN BIRU 1,TAMAN BERLIAN BIRU 2, KLUANG JOHOR","Monday,Thursday","2.0198986, 103.2928542"
"JALAN BERLIAN BIRU 2,TAMAN BERLIAN BIRU 2, KLUANG JOHOR","Monday,Thursday","2.0199728, 103.2934732"
"JALAN 1,TAMAN BERSATU, KLUANG JOHOR","Tuesday,Friday","2.0090419, 103.3100012"
"JALAN 1,TAMAN BERSATU, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0090419, 103.3100012"
"JALAN 2,TAMAN BERSATU, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0201799, 103.3089675"
"JALAN 3,TAMAN BERSATU, KLUANG JOHOR","Tuesday,Friday","2.0183673, 103.3088966"
"JALAN 4,TAMAN BERSATU, KLUANG JOHOR","Tuesday,Friday","2.0081875, 103.3091279"
"JALAN 5,TAMAN BERSATU, KLUANG JOHOR","Tuesday,Friday","2.0177629, 103.309571"
"JALAN 6,TAMAN BERSATU, KLUANG JOHOR","Tuesday,Friday","2.0175353, 103.3104598"
"JALAN 7,TAMAN BERSATU, KLUANG JOHOR","Tuesday,Friday","2.0097972, 103.3099833"
